Kind,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,FEStatus
Class,1,1,1,1,6,0,6,0,1,1,0,0,0,4,4,4,4,0,2,0,2,34,4,30,9,15,0,17,23,10,13,1,1,1,1,2,0,43,0,4,4,4,4,LOW
Public Class,5,5,7,3,26,0,24,1,1,10,0,1,1,5,2,6,34,0,1,0,5,195,9,151,21,122,35,89,123,22,101,29,29,38,17,2,5,83,0.23,34,34,43,22,LOW
Private Class,2,2,3,1,12,0,9,3,1,2,0,0,0,5,2,5,5,3,2,0,0,74,7,51,8,32,22,25,36,8,28,3,3,5,1,1,1,19,0.43,10,10,15,5,LOW
Public Class,3,3,4,3,18,0,15,2,1,10,0,0,0,6,0,6,84,0,0,0,6,150,11,100,28,65,39,45,68,26,42,13,13,18,12,4,6,0,0.39,22,22,27,20,LOW
Public Abstract Class,1,1,1,1,4,0,4,0,1,3,1,0,3,5,1,5,18,0,0,2,3,55,19,28,10,9,10,10,16,10,6,1,1,1,1,4,0,80,0.36,5,5,5,5,LOW
Public Class,1,1,1,1,8,1,7,0,1,2,0,0,1,10,5,10,10,1,1,0,8,111,27,83,25,47,2,41,63,26,37,4,4,4,4,1,3,70,0.02,18,18,18,13,LOW
Public Class,4,4,4,4,16,0,15,1,1,6,0,0,1,4,0,4,82,0,0,0,4,95,5,68,20,43,23,33,49,18,31,13,13,15,13,4,3,100,0.34,16,16,18,16,LOW
Public Class,1,1,1,1,12,0,9,3,1,5,0,0,0,3,0,3,17,0,1,0,2,46,4,29,9,19,13,15,20,10,10,3,3,3,3,3,2,0,0.45,5,5,5,5,LOW
Protected Class,1,1,1,1,1,0,1,0,1,0,0,0,0,2,0,2,4,0,0,0,2,4,0,4,3,2,0,2,5,3,2,1,1,1,1,2,0,0,0,2,2,2,2,LOW
Public Class,2,2,2,1,19,1,8,10,1,6,0,0,0,28,1,28,101,0,0,1,27,563,30,246,80,161,297,165,237,93,144,8,8,8,7,5,3,17,1.21,76,76,80,44,LOW
Public Abstract Class,1,1,1,1,3,0,3,0,1,3,1,1,0,11,1,12,12,0,0,0,12,93,23,45,29,7,25,23,34,28,6,1,1,1,1,1,0,50,0.56,2,2,2,2,LOW
Public Class,2,2,2,1,17,2,11,3,3,8,0,0,2,4,0,4,9,0,0,1,3,93,16,58,21,41,19,29,39,13,26,4,4,4,4,4,3,62,0.33,9,9,9,7,LOW
Class,2,2,2,1,14,1,12,1,2,15,0,0,0,5,5,5,9,0,1,0,4,91,14,72,20,45,5,32,46,17,29,4,4,4,1,2,2,40,0.07,12,12,12,5,LOW
Public Class,1,1,1,1,8,0,8,0,1,3,1,1,0,6,4,7,7,0,0,3,4,72,9,63,16,39,0,35,47,16,31,3,3,3,1,1,2,60,0,11,11,11,7,LOW
Public Class,2,2,2,1,11,0,9,2,1,2,0,2,0,13,7,15,15,0,0,0,15,193,22,145,49,97,39,92,123,56,67,9,9,13,9,1,4,84,0.27,37,37,43,23,LOW
Public Class,1,1,1,1,3,0,3,0,1,0,0,0,3,2,0,2,75,0,0,0,2,30,5,17,8,10,12,5,8,6,2,1,1,1,1,6,0,66,0.71,2,2,2,2,LOW
Public Class,1,1,1,1,3,0,3,0,1,2,0,0,0,2,0,2,50,0,0,0,2,15,1,10,5,2,4,2,5,3,2,1,1,1,1,4,0,0,0.4,2,2,2,2,LOW
Public Class,5,5,7,3,28,1,22,4,1,2,0,6,5,1,0,7,7,0,1,0,6,233,19,164,34,109,55,76,115,37,78,19,19,26,11,1,6,94,0.34,41,41,50,25,LOW
Public Class,1,1,1,1,10,0,5,4,1,5,0,0,1,10,3,10,33,0,3,0,7,137,16,69,27,41,57,40,52,22,30,2,2,2,1,4,1,75,0.83,11,11,11,10,LOW
Public Class,1,1,1,1,3,0,3,0,1,1,0,0,0,1,0,1,16,0,0,0,1,7,2,5,2,1,0,1,3,2,1,1,1,1,1,5,0,0,0,1,1,1,1,LOW
Public Abstract Generic Class,1,1,1,1,3,0,3,0,2,4,5,0,0,195,3,195,195,0,1,0,194,1019,207,679,231,264,133,235,450,224,226,6,6,6,1,1,2,96,0.2,214,214,214,194,LOW
Public Abstract Class,1,1,1,1,22,0,10,11,1,9,1,0,0,21,0,21,36,0,0,1,20,437,16,182,44,116,239,96,135,56,79,4,4,5,4,3,2,0,1.31,26,26,27,20,LOW
Public Class,3,2,3,1,25,2,16,7,2,10,0,0,13,7,0,7,7,0,2,2,3,223,29,137,36,111,59,96,121,38,83,8,7,8,3,2,2,78,0.43,24,18,25,9,LOW
Public Class,1,1,1,1,4,0,3,0,2,5,0,0,0,10,0,10,33,0,0,0,10,70,10,42,14,16,18,13,25,11,14,3,2,3,1,4,1,0,0.43,12,11,12,10,LOW
Public Static Class,1,1,1,1,4,0,4,0,1,0,0,0,0,2,0,2,9,0,0,0,2,12,1,11,3,2,0,2,5,3,2,1,1,1,1,2,0,0,0,2,2,2,2,LOW
Public Class,1,1,1,1,15,0,10,4,2,2,0,0,1,9,1,9,9,0,0,0,9,159,10,101,26,65,48,47,65,26,39,2,2,2,1,1,1,11,0.48,17,17,17,9,LOW
Class,2,2,3,1,41,7,20,13,1,6,0,0,2,4,4,4,4,0,2,0,2,209,42,90,28,66,78,59,73,28,45,6,6,8,1,2,1,62,0.87,11,11,13,4,LOW
Public Abstract Class,1,1,1,1,5,0,3,2,1,3,0,4,4,0,0,4,4,2,0,0,2,55,7,21,10,8,27,9,14,9,5,1,1,1,1,1,0,87,1.29,4,4,4,4,LOW
Public Class,3,3,8,2,19,2,16,0,2,5,0,0,0,6,10,6,192,0,3,0,3,142,25,114,19,87,3,41,61,15,46,12,12,37,5,6,2,70,0.03,22,22,50,14,LOW
Public Class,5,3,6,1,24,4,17,3,1,0,0,0,3,4,0,4,8,0,0,0,4,127,25,79,22,56,23,62,75,17,58,20,9,21,1,3,2,83,0.29,23,12,24,4,LOW
Class,2,2,2,1,13,1,12,0,1,4,0,4,0,0,0,4,4,0,0,0,4,58,7,50,11,34,1,23,32,11,21,4,4,4,4,1,1,0,0.02,9,9,9,7,LOW
Public Class,1,1,1,1,8,1,7,0,1,3,0,13,24,0,0,13,13,0,1,0,12,186,39,128,47,68,19,62,93,46,47,3,3,3,1,1,1,90,0.15,20,20,21,13,LOW
Public Class,1,1,1,1,6,0,4,1,1,4,1,0,4,13,4,13,36,0,0,6,7,139,23,89,44,44,27,30,49,23,26,5,5,5,1,3,1,90,0.3,18,18,19,13,LOW
Public Class,1,1,1,1,7,0,4,2,1,0,0,3,3,32,0,35,100,0,1,0,34,286,33,170,63,90,87,81,125,63,62,6,6,9,1,2,1,98,0.51,43,43,46,35,LOW
Class,1,1,1,1,3,0,3,0,2,4,0,0,0,8,0,8,8,0,0,0,8,34,8,26,9,8,0,8,17,9,8,1,1,1,1,1,0,0,0,8,8,8,8,LOW
Public Class,2,2,2,1,12,0,9,2,1,9,0,0,0,5,4,5,16,0,0,0,5,91,9,53,15,30,30,27,39,14,25,4,4,4,1,2,2,60,0.57,10,10,10,5,LOW
Private Class,1,1,1,1,4,0,4,0,1,2,0,0,0,2,0,2,2,1,0,0,1,10,0,10,3,4,0,3,6,3,3,1,1,1,1,2,0,0,0,2,2,2,2,LOW
Public Abstract Class,1,1,1,1,8,0,3,4,1,2,3,0,0,15,5,15,15,3,0,0,12,151,15,52,21,22,84,23,36,21,15,2,2,4,1,2,0,80,1.62,13,13,16,12,LOW
Public Class,1,1,1,1,5,0,4,0,1,4,0,0,0,6,0,6,12,0,1,0,5,39,8,31,11,16,0,11,19,10,9,2,2,2,1,2,1,0,0,7,7,7,6,LOW
Public Class,1,1,1,1,3,0,3,0,1,0,0,0,1,2,0,2,4,0,0,0,2,19,3,10,5,3,6,3,6,4,2,1,1,1,1,3,0,100,0.6,2,2,2,2,LOW
Public Class,1,1,1,1,8,0,5,3,1,6,0,0,0,2,0,2,2,0,0,0,2,32,3,13,5,7,16,7,10,5,5,1,1,1,1,2,0,0,1.23,2,2,2,2,LOW
Public Class,5,5,6,2,38,1,28,8,1,15,0,3,3,3,0,6,10,0,0,1,5,258,19,179,40,131,61,70,110,40,70,10,10,11,8,3,5,88,0.34,34,34,37,13,LOW
Public Class,1,1,1,1,4,0,1,3,2,12,0,0,0,6,0,6,6,0,0,0,6,43,7,8,7,6,28,6,13,7,6,1,1,1,1,1,0,0,3.5,6,6,6,6,LOW
Public Class,1,1,1,1,4,0,3,1,1,1,0,0,1,4,1,4,26,0,0,0,4,32,4,17,7,6,11,7,12,7,5,1,1,1,1,3,0,62,0.65,4,4,4,4,LOW
Public Class,1,1,1,1,3,0,3,0,2,2,0,1,1,3,1,4,4,0,1,0,3,28,6,17,8,8,5,7,13,8,5,2,2,2,1,1,1,62,0.29,5,5,5,4,LOW
Public Class,1,1,1,1,5,1,4,0,2,2,0,0,0,1,0,1,1,0,0,0,1,12,1,6,3,2,5,2,4,3,1,1,1,1,1,1,0,0,0.83,1,1,1,1,LOW
Public Class,1,1,1,1,13,0,6,6,1,2,0,0,0,2,1,2,18,1,0,0,1,42,3,15,5,7,24,6,10,5,5,2,2,2,1,3,1,0,1.6,3,3,3,2,LOW
Public Class,1,1,1,1,3,0,3,0,1,0,0,0,0,2,0,2,15,0,0,0,2,15,3,8,3,2,4,2,5,3,2,1,1,1,1,4,0,0,0.5,2,2,2,2,LOW
Public Class,1,1,1,1,11,0,5,6,2,5,0,1,0,7,1,8,8,0,0,0,8,129,16,44,22,13,69,12,22,11,11,2,2,2,1,1,1,75,1.57,9,9,9,8,LOW
Public Class,1,1,1,1,14,0,5,8,1,1,0,0,0,6,1,6,6,0,1,0,5,105,7,38,12,21,60,17,27,12,15,3,3,3,1,2,1,33,1.58,9,9,9,6,LOW
Public Class,1,1,1,1,9,0,5,4,1,4,0,0,0,12,4,12,12,0,0,0,12,199,28,66,25,32,118,30,48,24,24,3,3,3,1,1,1,70,1.79,17,17,17,12,LOW
Class,10,10,11,3,55,14,38,5,2,18,0,0,0,2,3,2,2,1,0,0,1,153,45,94,28,58,19,53,74,30,44,18,18,20,5,1,4,0,0.2,21,21,23,6,LOW
Public Class,10,6,10,6,33,0,27,6,1,2,0,2,125,0,0,2,2,0,0,0,2,466,134,180,128,165,152,145,159,128,31,11,11,11,11,1,1,92,0.84,21,13,21,12,LOW
Public Class,1,1,1,1,3,0,3,0,2,2,0,0,0,3,0,3,3,0,0,0,3,19,2,11,4,3,6,3,7,4,3,1,1,1,1,1,0,0,0.55,3,3,3,3,LOW
Class,2,2,3,1,18,1,14,2,1,6,0,0,3,15,4,15,22,2,10,1,2,315,39,227,52,154,49,90,134,40,94,12,12,16,3,3,5,84,0.22,37,37,47,17,LOW
Private Class,1,1,1,1,6,0,6,0,1,2,0,0,0,2,1,2,2,1,0,0,1,15,0,15,5,8,0,8,12,5,7,2,2,2,1,2,1,0,0,3,3,3,2,LOW
Public Static Class,2,2,2,2,9,0,8,0,1,1,0,0,0,2,0,2,28,0,0,0,2,22,2,20,5,9,0,5,10,4,6,3,3,3,3,2,2,0,0,4,4,4,4,LOW
Public Class,1,1,1,1,5,0,4,1,1,5,0,0,2,2,0,2,7,0,0,0,2,36,4,13,6,6,20,5,8,5,3,1,1,1,1,3,0,75,1.54,2,2,2,2,LOW
Public Class,1,1,1,1,6,0,5,0,2,6,0,0,0,2,0,2,5,0,0,0,2,25,4,13,6,7,8,7,10,6,4,1,1,1,1,2,0,0,0.62,2,2,2,2,LOW
Public Class,1,1,2,1,9,0,4,5,1,4,0,0,0,2,0,2,18,1,0,0,1,30,2,10,4,5,18,4,8,4,4,2,2,3,1,3,1,0,1.8,3,3,4,2,LOW
Public Class,1,1,1,1,8,0,7,1,1,20,0,0,0,28,5,28,62,0,0,0,28,302,56,214,56,115,33,108,147,58,89,4,4,4,1,2,1,65,0.15,37,37,38,28,LOW
Public Class,2,2,2,1,16,0,15,0,2,5,0,0,1,7,8,7,7,0,1,0,6,136,12,117,29,81,9,73,91,25,66,8,8,8,4,1,2,58,0.08,17,17,17,10,LOW
Public Class,1,1,1,1,3,0,3,0,1,4,0,0,0,2,0,2,2,0,0,0,2,25,2,11,5,3,12,2,5,3,2,1,1,1,1,2,0,0,1.09,2,2,2,2,LOW
Public Class,3,3,4,3,21,1,13,6,2,8,0,1,7,7,5,8,8,0,3,0,5,228,28,128,41,87,73,60,90,33,57,10,10,15,9,1,4,76,0.57,30,30,35,25,LOW
Protected Static Class,2,1,2,2,7,0,5,1,1,0,0,0,0,4,1,4,8,0,0,0,4,42,1,28,9,18,13,15,21,7,14,5,2,5,5,3,1,0,0.46,8,5,8,8,LOW
Public Class,1,1,1,1,6,0,3,3,1,0,0,0,0,2,0,2,10,0,0,0,2,31,4,8,3,2,19,2,5,3,2,1,1,1,1,3,0,0,2.38,2,2,2,2,LOW
Class,1,1,2,1,13,0,7,5,1,3,0,0,0,4,1,4,11,0,0,0,4,64,5,35,9,13,24,8,15,6,9,3,3,5,3,2,2,50,0.69,6,6,8,6,LOW
Public Class,1,1,2,1,18,0,6,11,1,2,0,0,1,9,1,9,9,0,0,0,9,199,14,58,12,30,127,20,37,12,25,3,3,4,3,1,1,44,2.19,16,16,21,13,LOW
Public Class,1,1,1,1,6,0,5,0,1,3,0,0,0,10,2,10,31,0,2,1,7,91,15,65,20,34,11,28,43,16,27,5,5,5,1,2,2,70,0.17,16,16,16,10,LOW
Public Class,1,1,1,1,5,0,5,0,1,2,0,0,0,4,1,4,50,0,0,0,4,34,4,26,10,9,4,7,14,6,8,3,3,3,1,3,2,75,0.15,6,6,6,4,LOW
Public Class,1,1,1,1,8,0,7,0,1,10,0,0,0,6,2,6,40,0,0,1,5,89,11,51,21,22,27,22,33,13,20,4,4,4,1,5,2,66,0.53,10,10,10,6,LOW
Public Class,2,2,2,1,13,0,8,5,1,6,0,3,5,27,4,30,30,1,6,0,23,491,39,287,76,176,175,134,210,76,134,8,8,8,4,1,5,88,0.61,72,72,75,35,LOW
Public Class,1,1,1,1,7,0,6,0,1,5,0,0,0,5,0,5,19,0,1,0,4,50,6,37,16,20,7,19,28,17,11,4,4,4,1,3,2,0,0.19,8,8,8,5,LOW
Private Class,1,1,1,1,5,0,4,1,2,3,0,0,0,10,0,10,10,0,0,0,10,76,20,44,12,11,12,12,24,13,11,3,3,3,1,1,1,0,0.27,12,12,12,10,LOW
Class,19,19,23,6,114,16,98,0,2,17,0,0,0,2,1,2,2,1,0,0,1,233,34,199,55,168,1,125,169,59,110,37,37,45,12,1,1,0,0.01,38,38,46,13,LOW
Public Class,1,1,1,1,9,0,6,2,1,3,0,33,22,2,1,35,35,0,1,0,34,483,66,283,108,168,136,148,205,86,119,6,6,6,3,1,2,97,0.48,61,61,64,39,LOW
Public Class,1,1,1,1,38,10,28,5,1,1,0,0,9,1,0,1,14,0,0,0,1,54,13,39,12,34,16,34,36,12,24,1,1,1,1,3,0,0,0.41,1,1,1,1,LOW
Public Class,2,2,3,2,15,1,10,3,1,5,0,1,1,2,1,3,3,0,0,1,2,61,9,36,10,19,16,14,23,10,13,5,5,6,4,1,4,50,0.44,8,8,9,6,LOW
Class,1,1,1,1,14,1,6,6,1,10,0,0,2,4,0,4,51,0,0,0,4,107,25,35,16,15,47,10,17,8,9,3,3,3,1,4,1,75,1.34,6,6,6,4,LOW
Public Class,1,1,1,1,3,0,3,0,1,2,0,0,0,2,0,2,2,0,0,0,2,10,2,8,3,2,0,2,5,3,2,1,1,1,1,1,0,0,0,2,2,2,2,LOW
Public Class,4,4,4,2,16,0,16,0,1,2,0,0,0,2,0,2,14,0,0,2,0,47,2,34,7,24,11,23,32,7,25,7,7,7,4,4,3,0,0.32,8,8,8,5,LOW
Public Class,1,1,1,1,6,0,3,2,1,1,0,0,0,6,3,6,22,0,0,0,6,55,9,25,11,8,21,11,18,10,8,1,1,1,1,2,0,61,0.84,6,6,6,6,LOW
Public Class,1,1,1,1,4,0,3,0,1,1,0,1,0,2,0,3,3,0,0,0,3,40,5,14,5,5,21,5,9,4,5,1,1,1,1,2,0,0,1.5,3,3,3,3,LOW
Public Class,2,2,2,1,12,0,9,2,1,4,2,0,3,9,3,9,9,0,3,2,4,139,14,95,32,60,30,52,71,33,38,5,5,5,3,1,3,75,0.32,21,21,21,15,LOW
Public Class,2,2,2,2,17,1,13,3,1,9,0,0,0,2,0,2,2,0,0,0,2,47,5,28,4,20,14,16,21,4,17,3,3,3,3,2,2,0,0.5,4,4,4,4,LOW
Public Class,1,1,1,1,10,2,5,2,1,3,0,0,0,7,0,7,16,0,0,0,7,84,23,43,14,19,18,15,26,14,12,2,2,2,1,2,1,0,0.42,10,10,10,7,LOW
Public Class,1,1,1,1,15,0,10,4,3,4,0,0,1,5,9,5,5,0,1,0,4,113,17,69,27,51,34,48,56,24,32,3,3,3,1,2,2,74,0.49,7,7,7,5,LOW
Public Class,2,2,2,1,10,0,9,1,1,6,0,0,2,5,4,5,5,0,0,1,4,85,12,54,19,29,20,24,36,15,21,8,8,8,4,1,4,66,0.37,12,12,12,8,LOW
Private Class,1,1,1,1,4,0,4,0,1,3,0,0,0,4,0,4,33,0,0,1,3,25,3,19,6,8,3,6,12,6,6,2,2,2,1,3,1,0,0.16,5,5,5,4,LOW
Public Class,1,1,1,1,4,0,4,0,1,0,0,0,0,3,1,3,8,0,0,0,3,26,3,17,5,4,6,5,9,5,4,1,1,1,1,4,0,33,0.35,3,3,3,3,LOW
Public Class,1,1,1,1,4,0,3,0,1,5,0,0,2,5,1,5,13,0,0,0,5,52,11,29,16,9,14,10,16,10,6,1,1,1,1,2,0,73,0.48,5,5,5,5,LOW
Public Class,4,4,5,2,29,0,27,2,1,1,0,0,2,2,1,2,2,0,1,0,1,73,4,60,11,38,9,29,39,11,28,8,8,10,3,2,3,16,0.15,9,9,11,4,LOW
Public Class,3,3,3,1,35,16,19,0,1,3,0,13,1,0,0,13,13,0,0,0,13,480,227,253,70,197,0,122,166,56,110,5,5,6,1,1,3,100,0,43,43,44,13,LOW
Abstract Class,1,1,1,1,4,0,4,0,1,4,0,2,0,0,0,2,2,0,0,0,2,99,22,76,16,31,5,29,45,16,29,1,1,1,1,1,0,0,0.07,2,2,2,2,LOW
Public Class,1,1,1,1,13,0,8,5,1,0,0,0,0,3,0,3,13,0,1,0,2,52,2,27,10,17,23,15,20,9,11,2,2,2,1,2,1,0,0.85,4,4,4,3,LOW
Public Class,2,1,2,1,17,3,12,1,3,7,0,0,6,9,5,9,9,0,1,1,7,200,52,125,27,87,23,69,85,25,60,7,4,7,1,2,1,79,0.18,20,15,20,9,LOW
Public Class,1,1,1,1,9,0,4,5,1,4,0,0,0,9,6,9,9,0,0,0,9,108,9,45,19,17,54,22,32,16,16,1,1,1,1,1,0,77,1.2,9,9,9,9,LOW
Public Class,1,1,1,1,4,0,4,0,2,1,0,0,0,2,1,2,2,0,0,0,2,26,4,11,4,4,11,5,8,4,4,1,1,1,1,1,0,0,1,2,2,2,2,LOW
Public Class,3,3,3,2,38,8,23,7,1,12,0,0,1,2,2,2,7,0,0,0,2,95,21,52,19,40,22,35,43,17,26,6,6,6,4,3,2,16,0.42,7,7,7,5,LOW
Public Class,1,1,1,1,7,2,5,0,1,1,0,0,0,2,0,2,2,0,0,0,2,23,7,12,7,6,4,6,9,7,2,1,1,1,1,2,0,0,0.33,2,2,2,2,LOW
Class,5,5,5,1,24,0,18,5,1,5,0,0,6,3,0,3,10,0,0,2,1,163,11,81,20,55,71,30,46,18,28,13,13,14,3,2,6,77,0.88,15,15,16,5,LOW
Public Class,1,1,1,1,5,0,5,0,1,2,0,1,5,6,2,7,7,0,1,1,5,69,12,56,18,32,3,29,45,18,27,3,3,3,1,2,1,85,0.05,9,9,9,7,LOW
Public Class,1,1,1,1,6,0,4,1,1,2,0,0,0,9,1,9,9,0,0,2,7,96,16,56,19,23,24,16,32,14,18,5,5,5,1,2,4,66,0.43,13,13,13,9,LOW
Private Class,1,1,1,1,12,3,9,0,2,1,0,0,0,2,1,2,2,0,0,0,2,30,9,21,10,10,0,8,12,7,5,2,2,2,1,1,1,0,0,3,3,3,2,LOW
Public Class,1,1,1,1,12,0,7,5,1,3,0,0,0,5,1,5,13,1,0,0,4,99,20,38,10,20,41,17,27,9,18,2,2,2,1,2,1,0,1.08,9,9,9,5,LOW
Public Class,1,1,1,1,5,0,4,0,2,8,0,0,1,26,3,26,26,0,0,2,24,225,32,116,40,53,77,44,78,38,40,5,5,7,1,1,3,73,0.66,34,34,36,26,LOW
Public Class,1,1,1,1,4,0,3,0,4,0,0,0,0,10,2,10,10,0,0,0,10,74,17,41,15,17,16,15,27,14,13,2,2,2,1,1,1,55,0.39,11,11,11,10,LOW
Protected Class,1,1,1,1,5,0,5,0,2,7,2,0,0,12,3,12,12,0,0,1,11,87,16,67,17,25,4,22,35,16,19,1,1,1,1,1,0,52,0.06,12,12,12,12,LOW
Private Class,2,2,3,1,11,0,10,0,1,5,0,0,0,2,1,2,2,1,0,0,1,25,0,24,6,14,1,11,17,6,11,4,4,6,1,2,2,0,0.04,5,5,7,2,LOW
Public Class,3,2,3,1,37,5,31,1,2,4,0,0,0,4,3,4,10,0,2,0,2,180,30,131,37,115,19,106,114,32,82,6,3,6,1,3,1,50,0.15,12,8,12,4,LOW
Public Class,2,2,2,1,11,1,8,1,1,3,0,0,0,5,0,5,18,0,0,0,5,68,13,44,12,25,11,17,28,11,17,6,6,8,3,2,3,0,0.25,10,10,12,7,LOW
Public Class,2,2,2,1,18,1,8,8,1,8,0,2,5,9,1,11,80,0,0,1,10,250,27,108,36,63,116,42,64,26,38,9,9,9,7,5,4,87,1.07,24,24,24,17,LOW
Public Class,1,1,1,1,10,0,8,2,1,2,0,1,11,5,1,6,6,0,1,0,5,129,18,97,39,61,30,57,82,31,51,4,4,4,1,2,2,87,0.31,10,10,10,6,LOW
Class,1,1,1,1,4,0,4,0,1,0,0,0,1,1,0,1,2,0,0,0,1,9,2,7,3,3,0,2,4,3,1,1,1,1,1,3,0,100,0,1,1,1,1,LOW
Public Class,1,1,1,1,5,0,5,0,1,0,0,0,0,3,3,3,8,0,0,0,3,38,9,23,7,8,6,11,15,7,8,1,1,1,1,3,0,33,0.26,3,3,3,3,LOW
Public Class,2,2,2,1,27,3,23,0,1,12,0,1,8,11,9,12,18,4,7,0,1,431,64,336,67,236,32,203,252,76,176,4,4,5,3,3,1,84,0.1,24,24,28,18,LOW
Public Static Class,1,1,1,1,3,0,3,0,2,1,0,0,0,3,2,3,3,0,0,0,3,21,3,14,6,4,4,6,10,6,4,1,1,1,1,1,0,0,0.29,3,3,3,3,LOW
Public Abstract Class,1,1,1,1,9,0,5,3,2,5,2,0,0,6,5,6,7,1,0,2,3,82,13,41,16,17,32,24,32,15,17,2,2,2,1,2,1,63,0.78,8,8,8,6,LOW
Public Class,1,1,1,1,3,0,3,0,1,1,0,0,0,1,0,1,16,0,0,0,1,5,1,4,2,1,0,1,3,2,1,1,1,1,1,5,0,0,0,1,1,1,1,LOW
Public Class,1,1,1,1,6,0,4,0,2,7,0,0,1,9,5,9,12,0,0,1,8,101,29,56,25,21,16,24,35,16,19,2,2,2,1,2,1,77,0.29,10,10,10,9,LOW
Public Class,2,2,2,1,21,0,11,8,1,6,0,7,2,7,0,14,17,0,3,0,11,322,22,171,49,111,132,74,113,43,70,6,6,6,3,3,3,96,0.77,40,40,41,18,LOW
Private Class,1,1,1,1,3,0,3,0,1,6,1,0,0,7,1,7,15,0,0,0,7,30,4,25,9,13,2,13,24,9,15,2,2,2,1,2,1,71,0.08,10,10,10,7,LOW
Public Class,4,4,4,1,25,0,23,1,2,13,0,0,2,5,0,5,5,0,2,0,3,149,9,122,32,99,20,86,109,35,74,11,11,12,1,1,5,80,0.16,22,22,23,5,LOW
Public Class,1,1,1,1,4,0,4,0,1,3,0,0,0,6,0,6,12,0,1,0,5,37,8,29,12,14,0,11,19,11,8,2,2,2,1,2,1,0,0,7,7,7,6,LOW
Class,1,1,1,1,9,1,6,2,1,1,0,0,0,2,0,2,2,0,0,0,2,28,5,13,4,7,10,4,7,3,4,1,1,1,1,2,0,0,0.77,2,2,2,2,LOW
Class,1,1,1,1,5,0,4,1,1,2,0,0,0,3,0,3,48,0,0,2,1,32,4,15,6,5,13,4,8,4,4,1,1,1,1,3,0,0,0.87,3,3,3,3,LOW
Public Class,1,1,1,1,3,0,3,0,2,4,0,0,0,7,0,7,18,0,0,0,7,38,7,27,10,10,4,10,18,9,9,1,1,1,1,3,0,0,0.15,7,7,7,7,LOW
Public Class,3,3,3,1,43,3,32,9,1,51,0,0,5,9,5,9,23,1,2,0,6,431,45,310,27,251,92,101,140,25,115,16,16,16,1,2,3,84,0.3,33,33,33,9,LOW
Public Abstract Class,2,2,2,1,7,0,6,0,2,16,14,1,1,46,25,47,117,0,1,2,44,474,53,360,106,238,61,190,307,110,197,9,7,9,5,2,3,93,0.17,105,103,107,54,LOW
Public Class,1,1,1,1,3,0,3,0,1,2,0,0,2,9,2,9,40,0,0,0,9,60,13,39,18,23,8,20,32,18,14,3,3,3,1,3,2,86,0.21,11,11,11,9,LOW
Public Class,1,1,1,1,26,3,21,1,1,9,0,0,1,6,6,6,12,0,3,0,3,197,34,139,24,106,25,77,93,26,67,2,2,2,1,3,1,76,0.18,8,8,8,6,LOW
Public Class,2,2,3,1,10,2,7,1,1,2,0,0,0,2,1,2,2,0,0,0,2,28,8,18,8,10,2,9,14,8,6,3,3,5,1,2,1,0,0.11,4,4,6,2,LOW
Public Abstract Class,1,1,1,1,7,0,6,1,1,7,2,0,0,16,0,16,211,0,3,1,12,152,23,104,40,53,25,42,69,31,38,4,4,5,3,2,2,0,0.24,26,26,27,17,LOW
Private Class,1,1,1,1,3,0,3,0,2,2,0,0,0,2,1,2,2,0,0,0,2,13,3,10,5,2,0,3,6,4,2,1,1,1,1,1,0,0,0,2,2,2,2,LOW
Public Class,1,1,1,1,23,1,15,10,1,31,0,0,0,4,2,4,4,0,0,0,4,120,13,71,58,56,52,12,19,11,8,3,3,3,1,1,1,50,0.73,6,6,6,4,LOW
Public Static Class,5,5,5,5,6,0,6,0,1,3,0,0,0,2,1,2,24,0,0,0,2,18,2,16,4,11,0,12,24,4,20,10,10,10,10,3,1,0,0,11,11,11,11,LOW
Public Class,3,3,3,1,10,0,10,0,4,1,0,0,2,1,0,1,75,0,0,0,1,18,2,16,6,9,0,6,9,5,4,3,3,3,1,4,1,50,0,3,3,3,1,LOW
Public Class,1,1,1,1,11,0,7,3,1,8,0,0,0,3,0,3,3,0,0,0,3,49,5,25,8,16,19,14,19,8,11,2,2,2,1,2,1,0,0.76,4,4,4,3,LOW
Public Class,1,1,1,1,9,0,4,5,1,2,0,0,0,1,0,1,14,0,0,0,1,20,0,6,2,2,14,1,3,2,1,1,1,1,1,5,0,0,2.33,1,1,1,1,LOW
Public Class,2,2,2,1,18,2,15,1,1,6,0,0,1,6,6,6,19,0,0,0,6,144,29,104,40,66,11,54,70,28,42,7,7,7,3,2,4,61,0.11,16,16,16,10,LOW
