Results	Entity	Line	Column	CheckID	Check Name
              Fixed Value(0) used incorrectly	ZipEntry.internalAttributes	55	37	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	ZipEntry.externalAttributes	57	38	JAVA_01	Magic Numbers - Java
              Fixed Value(0200) used incorrectly	mode	171	41	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	ZipEntry.PLATFORM_UNIX	184	43	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	i	217	21	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	zip.ZipExtraField	246	36	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	zip.ZipExtraField	253	66	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	extra	402	48	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	i	492	25	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	b	506	59	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	b	510	62	JAVA_01	Magic Numbers - Java
              No exit point in method	ZipEntry.ZipEntry	67	11	JAVA_03	Single exit point at end
              No exit point in method	ZipEntry.ZipEntry	96	11	JAVA_03	Single exit point at end
              No exit point in method	ZipEntry.ZipEntry	96	11	JAVA_03	Single exit point at end
              No exit point in method	ZipEntry.ZipEntry	106	14	JAVA_03	Single exit point at end
              Multiple exit points from method	ZipEntry.getExtraField	331	25	JAVA_03	Single exit point at end
              Multiple exit points from method	ZipEntry.getExtraFields	243	27	JAVA_03	Single exit point at end
              Violation: ZipEntry.clone defined but not called.	ZipEntry.clone	115	18	JAVA_04	Unused Methods
              Violation: ZipEntry.removeUnparseableExtraFieldData defined but not called.	ZipEntry.removeUnparseableExtraFieldData	318	16	JAVA_04	Unused Methods
              Violation: ZipEntry.hashCode defined but not called.	ZipEntry.hashCode	460	15	JAVA_04	Unused Methods
              Calling too many functions (10)	ZipEntry.ZipEntry	77	11	METRIC_00	Program Unit Call Count
              Calling too many functions (9)	ZipEntry.mergeExtraFields	487	17	METRIC_00	Program Unit Call Count
              Called by too many functions (6)	ZipEntry.getUnixMode	183	15	METRIC_01	Program Unit Callby Count
              Called by too many functions (8)	ZipEntry.setExtraFields	215	16	METRIC_01	Program Unit Callby Count
              Called by too many functions (7)	ZipEntry.getExtraFields	243	27	METRIC_01	Program Unit Callby Count
              Called by too many functions (7)	ZipEntry.setExtra	377	19	METRIC_01	Program Unit Callby Count
              Called by too many functions (16)	ZipEntry.getName	433	18	METRIC_01	Program Unit Callby Count
              Complexity(6) greater than allowed(5)	ZipEntry.mergeExtraFields	487	17	METRIC_03	Program Unit Cyclomatic Complexity
              Violation: function "org.apache.tools.zip.ZipEntry.ZipEntry" is directly recursive, which is unsafe.	ZipEntry.ZipEntry	97	8	AC_01	No direct or indirect recursion allowed.
            ZipExtraField.java					
              Called by too many functions (8)	ZipExtraField.getHeaderId	40	13	METRIC_01	Program Unit Callby Count
            ZipFile.java					
              Fixed Value(509) used incorrectly	ZipFile.HASH_SIZE	65	41	JAVA_01	Magic Numbers - Java
              Fixed Value(2) used incorrectly	ZipFile.SHORT	66	43	JAVA_01	Magic Numbers - Java
              Fixed Value(4) used incorrectly	ZipFile.WORD	67	43	JAVA_01	Magic Numbers - Java
              Fixed Value(0x0f) used incorrectly	ZipFile.NIBLET_MASK	68	43	JAVA_01	Magic Numbers - Java
              Fixed Value(8) used incorrectly	ZipFile.BYTE_SHIFT	69	42	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	ZipFile.POS_0	70	37	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	ZipFile.POS_1	71	37	JAVA_01	Magic Numbers - Java
              Fixed Value(2) used incorrectly	ZipFile.POS_2	72	37	JAVA_01	Magic Numbers - Java
              Fixed Value(3) used incorrectly	ZipFile.POS_3	73	37	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	OffsetEntry.headerOffset	87	37	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	OffsetEntry.dataOffset	88	35	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	off	334	22	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	ZipOutputStream.UFT8_NAMES_FLAG	345	74	JAVA_01	Magic Numbers - Java
              Fixed Value(0xFFFF) used incorrectly	ZipFile.MIN_EOCD_SIZE	433	50	JAVA_01	Magic Numbers - Java
              Fixed Value(0L) used incorrectly	max	456	21	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	off	457	19	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	curr	462	29	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	lenToSkip	525	31	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	skipped	527	31	JAVA_01	Magic Numbers - Java
              Fixed Value(25) used incorrectly	dosTime	573	50	JAVA_01	Magic Numbers - Java
              Fixed Value(21) used incorrectly	dosTime	574	51	JAVA_01	Magic Numbers - Java
              Fixed Value(16) used incorrectly	dosTime	575	49	JAVA_01	Magic Numbers - Java
              Fixed Value(11) used incorrectly	dosTime	576	56	JAVA_01	Magic Numbers - Java
              Fixed Value(5) used incorrectly	dosTime	577	51	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	dosTime	578	51	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	seek	605	21	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	i	608	21	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	length	633	54	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	BoundedInputStream.remaining	690	31	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly		693	27	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly		695	24	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	BoundedInputStream.remaining	704	29	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	off	707	29	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly		708	27	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly		710	24	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	len	713	23	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	ret	720	23	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	ret	725	22	JAVA_01	Magic Numbers - Java
              No exit point in method	BoundedInputStream.BoundedInputStream	684	8	JAVA_03	Single exit point at end
              Multiple exit points from method	BoundedInputStream.read	689	19	JAVA_03	Single exit point at end
              Multiple exit points from method	BoundedInputStream.read	703	19	JAVA_03	Single exit point at end
              No exit point in method	NameAndComment.NameAndComment	744	16	JAVA_03	Single exit point at end
              No exit point in method	ZipFile.ZipFile	123	11	JAVA_03	Single exit point at end
              No exit point in method	ZipFile.ZipFile	135	11	JAVA_03	Single exit point at end
              No exit point in method	ZipFile.ZipFile	148	11	JAVA_03	Single exit point at end
              No exit point in method	ZipFile.ZipFile	162	11	JAVA_03	Single exit point at end
              No exit point in method	ZipFile.ZipFile	178	11	JAVA_03	Single exit point at end
              Multiple exit points from method	ZipFile.getInputStream	259	23	JAVA_03	Single exit point at end
              Exit point not at end of method	ZipFile.getString	592	21	JAVA_03	Single exit point at end
              Multiple exit points from method	ZipFile.getUnicodeStringIfOriginalMatches	651	19	JAVA_03	Single exit point at end
              Multiple exit points from method	ZipFile.startsWithLocalFileHeader	604	20	JAVA_03	Single exit point at end
              Violation: ZipFile.fromDosTime defined but not called.	ZipFile.fromDosTime	562	26	JAVA_04	Unused Methods
              Violation: BoundedInputStream.read defined but not called.	BoundedInputStream.read	689	19	JAVA_04	Unused Methods
              Violation: BoundedInputStream.read defined but not called.	BoundedInputStream.read	703	19	JAVA_04	Unused Methods
              Violation: (Anon_1).close defined but not called.	(Anon_1).close	275	32	JAVA_04	Unused Methods
              Calling too many functions (23)	ZipFile.populateFromCentralDirectory	316	16	METRIC_00	Program Unit Call Count
              Calling too many functions (14)	ZipFile.resolveLocalFileHeaderData	511	17	METRIC_00	Program Unit Call Count
              Calling too many functions (8)	ZipFile.setNameAndCommentFromExtraFields	621	17	METRIC_00	Program Unit Call Count
              Called by too many functions (6)	ZipFile.ZipFile	162	11	METRIC_01	Program Unit Callby Count
              Called by too many functions (9)	ZipFile.close	213	16	METRIC_01	Program Unit Callby Count
              Called by too many functions (8)	ZipFile.closeQuietly	222	23	METRIC_01	Program Unit Callby Count
              Called by too many functions (12)	ZipFile.getEntry	247	20	METRIC_01	Program Unit Callby Count
              Comment/Code Ratio too low (0%)	BoundedInputStream.BoundedInputStream	684		METRIC_02	Program Unit Comment to Code Ratio
              Comment/Code Ratio too low (0%)	BoundedInputStream.read	689		METRIC_02	Program Unit Comment to Code Ratio
              Comment/Code Ratio too low (0%)	BoundedInputStream.read	703		METRIC_02	Program Unit Comment to Code Ratio
              Comment/Code Ratio too low (0%)	NameAndComment.NameAndComment	744		METRIC_02	Program Unit Comment to Code Ratio
              Comment/Code Ratio too low (0%)	(Anon_1).close	275		METRIC_02	Program Unit Comment to Code Ratio
              Complexity(9) greater than allowed(5)	ZipFile.positionAtCentralDirectory	451	17	METRIC_03	Program Unit Cyclomatic Complexity
              Complexity(6) greater than allowed(5)	BoundedInputStream.read	703	19	METRIC_03	Program Unit Cyclomatic Complexity
              Max Length(60) Exceeded: 112 lines.	ZipFile.populateFromCentralDirectory	316		METRIC_04	Program Unit Max Length
              Nesting depth(6) greater than allowed(5)	ZipFile.positionAtCentralDirectory	451	17	METRIC_05	Program Unit Max Nesting Depth
              Too many statements (62)	ZipFile.populateFromCentralDirectory	316		METRIC_08	Program Unit Statement Count
            ZipLong.java					
              Fixed Value(4) used incorrectly	ZipLong.WORD	28	36	JAVA_01	Magic Numbers - Java
              Fixed Value(0xFF) used incorrectly	ZipLong.BYTE_MASK	29	41	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	ZipLong.BYTE_1	31	38	JAVA_01	Magic Numbers - Java
              Fixed Value(0xFF00) used incorrectly	ZipLong.BYTE_1_MASK	32	43	JAVA_01	Magic Numbers - Java
              Fixed Value(8) used incorrectly	ZipLong.BYTE_1_SHIFT	33	44	JAVA_01	Magic Numbers - Java
              Fixed Value(2) used incorrectly	ZipLong.BYTE_2	35	38	JAVA_01	Magic Numbers - Java
              Fixed Value(0xFF0000) used incorrectly	ZipLong.BYTE_2_MASK	36	43	JAVA_01	Magic Numbers - Java
              Fixed Value(16) used incorrectly	ZipLong.BYTE_2_SHIFT	37	44	JAVA_01	Magic Numbers - Java
              Fixed Value(3) used incorrectly	ZipLong.BYTE_3	39	38	JAVA_01	Magic Numbers - Java
              Fixed Value(0xFF000000L) used incorrectly	ZipLong.BYTE_3_MASK	40	44	JAVA_01	Magic Numbers - Java
              Fixed Value(24) used incorrectly	ZipLong.BYTE_3_SHIFT	41	44	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	bytes	60	20	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	result	98	15	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	bytes	125	31	JAVA_01	Magic Numbers - Java
              No exit point in method	ZipLong.ZipLong	50	11	JAVA_03	Single exit point at end
              No exit point in method	ZipLong.ZipLong	59	11	JAVA_03	Single exit point at end
              No exit point in method	ZipLong.ZipLong	69	11	JAVA_03	Single exit point at end
              Exit point not at end of method	ZipLong.clone	150	18	JAVA_03	Single exit point at end
              Multiple exit points from method	ZipLong.equals	134	19	JAVA_03	Single exit point at end
              Violation: ZipLong.hashCode defined but not called.	ZipLong.hashCode	146	15	JAVA_04	Unused Methods
              Called by too many functions (6)	ZipLong.getValue	87	16	METRIC_01	Program Unit Callby Count
              Called by too many functions (10)	ZipLong.getBytes	96	25	METRIC_01	Program Unit Callby Count
              Comment/Code Ratio too low (14%)	ZipLong.clone	150		METRIC_02	Program Unit Comment to Code Ratio
            ZipOutputStream.java					
              Fixed Value(0xFF) used incorrectly	ZipOutputStream.BYTE_MASK	60	41	JAVA_01	Magic Numbers - Java
              Fixed Value(2) used incorrectly	ZipOutputStream.SHORT	61	37	JAVA_01	Magic Numbers - Java
              Fixed Value(4) used incorrectly	ZipOutputStream.WORD	62	36	JAVA_01	Magic Numbers - Java
              Fixed Value(512) used incorrectly	ZipOutputStream.BUFFER_SIZE	63	43	JAVA_01	Magic Numbers - Java
              Fixed Value(8192) used incorrectly	ZipOutputStream.DEFLATER_BLOCK_SIZE	71	51	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	ZipOutputStream.UFT8_NAMES_FLAG	103	46	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	ZipOutputStream.written	167	27	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	ZipOutputStream.dataStart	174	29	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	ZipOutputStream.localDataStart	182	34	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	ZipOutputStream.cdOffset	189	28	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	ZipOutputStream.cdLength	196	28	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	ZipOutputStream.ZERO	203	40	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	ZipOutputStream.LZERO	210	41	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	setLength	312	26	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	getMethod	494	34	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	getTime	498	32	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	getSize	504	36	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	getCrc	509	35	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	length	571	25	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	i	578	37	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	buff	607	31	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	buff	608	13	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	buff	609	20	JAVA_01	Magic Numbers - Java
              Fixed Value(0X04034B50L) used incorrectly	ZipLong.getBytes	651	61	JAVA_01	Magic Numbers - Java
              Fixed Value(0X08074B50L) used incorrectly	ZipLong.getBytes	657	60	JAVA_01	Magic Numbers - Java
              Fixed Value(0X02014B50L) used incorrectly	ZipLong.getBytes	663	61	JAVA_01	Magic Numbers - Java
              Fixed Value(0X06054B50L) used incorrectly	ZipLong.getBytes	669	62	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	ZipOutputStream.buf	678	35	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	len	679	18	JAVA_01	Magic Numbers - Java
              Fixed Value(12) used incorrectly		767	19	JAVA_01	Magic Numbers - Java
              Fixed Value(16) used incorrectly		806	19	JAVA_01	Magic Numbers - Java
              Fixed Value(8) used incorrectly	ZipEntry.getPlatform	823	56	JAVA_01	Magic Numbers - Java
              Fixed Value(12) used incorrectly		848	19	JAVA_01	Magic Numbers - Java
              Fixed Value(0x00002100L) used incorrectly	ZipLong.getBytes	943	64	JAVA_01	Magic Numbers - Java
              Fixed Value(1900) used incorrectly	getYear	967	36	JAVA_01	Magic Numbers - Java
              Fixed Value(1980) used incorrectly	year	968	19	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	getMonth	971	38	JAVA_01	Magic Numbers - Java
              Fixed Value(1980) used incorrectly	year	972	31	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	result	996	65	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	data	1012	23	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	i	1041	16	JAVA_01	Magic Numbers - Java
              Fixed Value(10) used incorrectly	versionNeededToExtract	1061	37	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	ZipOutputStream.UFT8_NAMES_FLAG	1062	82	JAVA_01	Magic Numbers - Java
              Fixed Value(20) used incorrectly	versionNeededToExtract	1066	38	JAVA_01	Magic Numbers - Java
              Fixed Value(8) used incorrectly		1068	34	JAVA_01	Magic Numbers - Java
              No exit point in method	UnicodeExtraFieldPolicy.UnicodeExtraFieldPolicy	1101	16	JAVA_03	Single exit point at end
              No exit point in method	ZipOutputStream.ZipOutputStream	296	11	JAVA_03	Single exit point at end
              No exit point in method	ZipOutputStream.ZipOutputStream	307	11	JAVA_03	Single exit point at end
              Multiple exit points from method	ZipOutputStream.adjustToLong	1040	26	JAVA_03	Single exit point at end
              Exit point not at end of method	ZipOutputStream.closeEntry	421	16	JAVA_03	Single exit point at end
              Exit point not at end of method	ZipOutputStream.getBytes	991	21	JAVA_03	Single exit point at end
              Multiple exit points from method	ZipOutputStream.toDosTime	963	28	JAVA_03	Single exit point at end
              Exit point not at end of method	ZipOutputStream.writeDataDescriptor	797	19	JAVA_03	Single exit point at end
              Unused Instance Variable	ZipOutputStream.EFS_FLAG	110	28	JAVA_02	Unused Instance Variables.
              Violation: ZipOutputStream.flush defined but not called.	ZipOutputStream.flush	637	16	JAVA_04	Unused Methods
              Violation: ZipOutputStream.toDosTime defined but not called.	ZipOutputStream.toDosTime	963	28	JAVA_04	Unused Methods
              Violation: UnicodeExtraFieldPolicy.toString defined but not called.	UnicodeExtraFieldPolicy.toString	1104	22	JAVA_04	Unused Methods
              Calling too many functions (8)	ZipOutputStream.finish	402	16	METRIC_00	Program Unit Call Count
              Calling too many functions (22)	ZipOutputStream.closeEntry	421	16	METRIC_00	Program Unit Call Count
              Calling too many functions (12)	ZipOutputStream.putNextEntry	488	16	METRIC_00	Program Unit Call Count
              Calling too many functions (23)	ZipOutputStream.writeLocalFileHeader	691	19	METRIC_00	Program Unit Call Count
              Calling too many functions (23)	ZipOutputStream.writeCentralFileHeader	817	19	METRIC_00	Program Unit Call Count
              Calling too many functions (9)	ZipOutputStream.writeCentralDirectoryEnd	916	19	METRIC_00	Program Unit Call Count
              Called by too many functions (6)	ZipOutputStream.writeOut	1011	25	METRIC_01	Program Unit Callby Count
              Called by too many functions (6)	ZipOutputStream.writeOut	1024	25	METRIC_01	Program Unit Callby Count
              Comment/Code Ratio too low (0%)	ZipOutputStream.deflateUntilInputIsNeeded	1048		METRIC_02	Program Unit Comment to Code Ratio
              Comment/Code Ratio too low (0%)	UnicodeExtraFieldPolicy.UnicodeExtraFieldPolicy	1101		METRIC_02	Program Unit Comment to Code Ratio
              Comment/Code Ratio too low (0%)	UnicodeExtraFieldPolicy.toString	1104		METRIC_02	Program Unit Comment to Code Ratio
              Complexity(8) greater than allowed(5)	ZipOutputStream.closeEntry	421	16	METRIC_03	Program Unit Cyclomatic Complexity
              Complexity(7) greater than allowed(5)	ZipOutputStream.putNextEntry	488	16	METRIC_03	Program Unit Cyclomatic Complexity
              Complexity(7) greater than allowed(5)	ZipOutputStream.write	569	16	METRIC_03	Program Unit Cyclomatic Complexity
              Complexity(7) greater than allowed(5)	ZipOutputStream.writeLocalFileHeader	691	19	METRIC_03	Program Unit Cyclomatic Complexity
              Max Length(60) Exceeded: 66 lines.	ZipOutputStream.closeEntry	421		METRIC_04	Program Unit Max Length
              Max Length(60) Exceeded: 105 lines.	ZipOutputStream.writeLocalFileHeader	691		METRIC_04	Program Unit Max Length
              Max Length(60) Exceeded: 99 lines.	ZipOutputStream.writeCentralFileHeader	817		METRIC_04	Program Unit Max Length
            ZipShort.java					
              Fixed Value(0xFF) used incorrectly	ZipShort.BYTE_MASK	27	41	JAVA_01	Magic Numbers - Java
              Fixed Value(0xFF00) used incorrectly	ZipShort.BYTE_1_MASK	28	43	JAVA_01	Magic Numbers - Java
              Fixed Value(8) used incorrectly	ZipShort.BYTE_1_SHIFT	29	44	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	bytes	48	20	JAVA_01	Magic Numbers - Java
              Fixed Value(2) used incorrectly	result	67	33	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	result	68	15	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	result	69	15	JAVA_01	Magic Numbers - Java
              Fixed Value(2) used incorrectly	result	88	33	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	result	89	15	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	result	90	15	JAVA_01	Magic Numbers - Java
              Fixed Value(1) used incorrectly	offset	101	36	JAVA_01	Magic Numbers - Java
              Fixed Value(0) used incorrectly	bytes	112	31	JAVA_01	Magic Numbers - Java
              No exit point in method	ZipShort.ZipShort	38	11	JAVA_03	Single exit point at end
              No exit point in method	ZipShort.ZipShort	47	11	JAVA_03	Single exit point at end
              No exit point in method	ZipShort.ZipShort	57	11	JAVA_03	Single exit point at end
              Exit point not at end of method	ZipShort.clone	137	18	JAVA_03	Single exit point at end
              Multiple exit points from method	ZipShort.equals	121	19	JAVA_03	Single exit point at end
              Violation: ZipShort.hashCode defined but not called.	ZipShort.hashCode	133	15	JAVA_04	Unused Methods
              Called by too many functions (18)	ZipShort.ZipShort	38	11	METRIC_01	Program Unit Callby Count
              Called by too many functions (12)	ZipShort.getValue	78	15	METRIC_01	Program Unit Callby Count
              Comment/Code Ratio too low (14%)	ZipShort.clone	137		METRIC_02	Program Unit Comment to Code Ratio
            ZipUtil.java					
              Fixed Value(0) used incorrectly	from	32	35	JAVA_01	Magic Numbers - Java
              Multiple exit points from method	ZipUtil.copy	29	18	JAVA_03	Single exit point at end
              Called by too many functions (6)	ZipUtil.copy	29	18	METRIC_01	Program Unit Callby Count
  tests					
    antunit					
      core					
        location					
          src					
            task					
              EchoLocation.java					
                Comment/Code Ratio too low (0%)	EchoLocation.execute	23		METRIC_02	Program Unit Comment to Code Ratio
        uuencode					
          src					
            task					
              BaseTask.java					
                Comment/Code Ratio too low (0%)	BaseTask.setInFile	37		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	BaseTask.getInFile	40		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	BaseTask.setOutFile	43		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	BaseTask.getOutFile	46		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	BaseTask.execute	49		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	BaseTask.doit	67		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	BaseTask.assertAttribute	70		METRIC_02	Program Unit Comment to Code Ratio
              UUDecodeTask.java					
                Comment/Code Ratio too low (0%)	UUDecodeTask.doit	27		METRIC_02	Program Unit Comment to Code Ratio
              UUEncodeTask.java					
                Comment/Code Ratio too low (0%)	UUEncodeTask.doit	27		METRIC_02	Program Unit Comment to Code Ratio
      taskdefs					
        javac-dir					
          bad-src					
            Bad.java					
              Unused Instance Variable	Simple.s	21	11	JAVA_02	Unused Instance Variables.
        optional					
          junit					
            src					
              ExampleTest.java					
                Violation: ExampleTest.testHello defined but not called.	ExampleTest.testHello	20	16	JAVA_04	Unused Methods
                Comment/Code Ratio too low (0%)	ExampleTest.testHello	20		METRIC_02	Program Unit Comment to Code Ratio
    junit					
      org					
        apache					
          tools					
            ant					
              filters					
                ConcatFilterTest.java					
                  Fixed Value(4) used incorrectly	substring	127	72	JAVA_01	Magic Numbers - Java
                  No exit point in method	ConcatFilterTest.ConcatFilterTest	69	11	JAVA_03	Single exit point at end
                  Violation: ConcatFilterTest.testFilterReaderNoArgs defined but not called.	ConcatFilterTest.testFilterReaderNoArgs	81	16	JAVA_04	Unused Methods
                  Violation: ConcatFilterTest.testFilterReaderBefore defined but not called.	ConcatFilterTest.testFilterReaderBefore	88	16	JAVA_04	Unused Methods
                  Violation: ConcatFilterTest.testFilterReaderAfter defined but not called.	ConcatFilterTest.testFilterReaderAfter	92	16	JAVA_04	Unused Methods
                  Violation: ConcatFilterTest.testFilterReaderBeforeAfter defined but not called.	ConcatFilterTest.testFilterReaderBeforeAfter	96	16	JAVA_04	Unused Methods
                  Violation: ConcatFilterTest.testConcatFilter defined but not called.	ConcatFilterTest.testConcatFilter	100	16	JAVA_04	Unused Methods
                  Violation: ConcatFilterTest.testConcatFilterBefore defined but not called.	ConcatFilterTest.testConcatFilterBefore	104	16	JAVA_04	Unused Methods
                  Violation: ConcatFilterTest.testConcatFilterAfter defined but not called.	ConcatFilterTest.testConcatFilterAfter	108	16	JAVA_04	Unused Methods
                  Violation: ConcatFilterTest.testConcatFilterBeforeAfter defined but not called.	ConcatFilterTest.testConcatFilterBeforeAfter	112	16	JAVA_04	Unused Methods
                  Called by too many functions (7)	ConcatFilterTest.doTest	125	19	METRIC_01	Program Unit Callby Count
                  Comment/Code Ratio too low (0%)	ConcatFilterTest.ConcatFilterTest	69		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	ConcatFilterTest.setUp	73		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	ConcatFilterTest.tearDown	77		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	ConcatFilterTest.testFilterReaderNoArgs	81		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	ConcatFilterTest.testFilterReaderBefore	88		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	ConcatFilterTest.testFilterReaderAfter	92		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	ConcatFilterTest.testFilterReaderBeforeAfter	96		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	ConcatFilterTest.testConcatFilter	100		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	ConcatFilterTest.testConcatFilterBefore	104		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	ConcatFilterTest.testConcatFilterAfter	108		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	ConcatFilterTest.testConcatFilterBeforeAfter	112		METRIC_02	Program Unit Comment to Code Ratio
                DynamicFilterTest.java					
                  Fixed Value(1) used incorrectly	contains	75	64	JAVA_01	Magic Numbers - Java
                  Multiple exit points from method	CustomFilter.chain	98	22	JAVA_03	Single exit point at end
                  Multiple exit points from method	(Anon_1).read	100	27	JAVA_03	Single exit point at end
                  No exit point in method	DynamicFilterTest.DynamicFilterTest	34	11	JAVA_03	Single exit point at end
                  Exit point not at end of method	DynamicFilterTest.getFileString	55	19	JAVA_03	Single exit point at end
                  Violation: DynamicFilterTest.testCustomFilter defined but not called.	DynamicFilterTest.testCustomFilter	46	16	JAVA_04	Unused Methods
                  Violation: (Anon_1).read defined but not called.	(Anon_1).read	100	27	JAVA_04	Unused Methods
                  Comment/Code Ratio too low (0%)	DynamicFilterTest.DynamicFilterTest	34		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	DynamicFilterTest.setUp	38		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	DynamicFilterTest.tearDown	43		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	DynamicFilterTest.testCustomFilter	46		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (8%)	DynamicFilterTest.getFileString	55		METRIC_02	Program Unit Comment to Code Ratio
