Results	Entity	Line	Column	CheckID	Check Name
                Multiple exit points from method	ParseProperties.parseNextProperty	160	18	JAVA_03	Single exit point at end
                Multiple exit points from method	ParseProperties.parseProperties	92	18	JAVA_03	Single exit point at end
                Multiple exit points from method	ParseProperties.parsePropertyName	185	19	JAVA_03	Single exit point at end
                Calling too many functions (8)	ParseProperties.parseProperties	92	18	METRIC_00	Program Unit Call Count
                Comment/Code Ratio too low (0%)	ParseProperties.parsePropertyName	185		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ParseProperties.getProperty	197		METRIC_02	Program Unit Comment to Code Ratio
                Complexity(6) greater than allowed(5)	ParseProperties.parseProperties	92	18	METRIC_03	Program Unit Cyclomatic Complexity
                Max Length(60) Exceeded: 64 lines.	ParseProperties.parseProperties	92		METRIC_04	Program Unit Max Length
              ResolvePropertyMap.java					
                No exit point in method	ResolvePropertyMap.ResolvePropertyMap	52	11	JAVA_03	Single exit point at end
                Multiple exit points from method	ResolvePropertyMap.getProperty	62	18	JAVA_03	Single exit point at end
                Violation: ResolvePropertyMap.resolveAllProperties defined but not called.	ResolvePropertyMap.resolveAllProperties	105	16	JAVA_04	Unused Methods
                Violation: ResolvePropertyMap.resolveAllProperties defined but not called.	ResolvePropertyMap.resolveAllProperties	116	16	JAVA_04	Unused Methods
            taskdefs					
              compilers					
                AptCompilerAdapter.java					
                  Fixed Value(0) used incorrectly	AptCompilerAdapter.APT_COMPILER_SUCCESS	77	52	JAVA_01	Magic Numbers - Java
                  Exit point not at end of method	AptCompilerAdapter.execute	162	19	JAVA_03	Single exit point at end
                  Calling too many functions (16)	AptCompilerAdapter.setAptCommandlineSwitches	105	16	METRIC_00	Program Unit Call Count
                  Calling too many functions (11)	AptCompilerAdapter.execute	162	19	METRIC_00	Program Unit Call Count
                  Complexity(7) greater than allowed(5)	AptCompilerAdapter.setAptCommandlineSwitches	105	16	METRIC_03	Program Unit Cyclomatic Complexity
                AptExternalCompilerAdapter.java					
                  Fixed Value(0) used incorrectly		64	15	JAVA_01	Magic Numbers - Java
                  Calling too many functions (11)	AptExternalCompilerAdapter.execute	49	19	METRIC_00	Program Unit Call Count
                CompilerAdapterFactory.java					
                  No exit point in method	CompilerAdapterFactory.CompilerAdapterFactory	37	12	JAVA_03	Single exit point at end
                  Multiple exit points from method	CompilerAdapterFactory.doesModernCompilerExist	164	27	JAVA_03	Single exit point at end
                  Multiple exit points from method	CompilerAdapterFactory.getCompiler	98	34	JAVA_03	Single exit point at end
                  Complexity(10) greater than allowed(5)	CompilerAdapterFactory.getCompiler	98	34	METRIC_03	Program Unit Cyclomatic Complexity
                  Max Length(60) Exceeded: 89 lines.	CompilerAdapterFactory.getCompiler	98		METRIC_04	Program Unit Max Length
                DefaultCompilerAdapter.java					
                  Fixed Value(1000) used incorrectly	DefaultCompilerAdapter.COMMAND_LINE_LIMIT	54	33	JAVA_01	Magic Numbers - Java
                  Fixed Value(4096) used incorrectly	DefaultCompilerAdapter.COMMAND_LINE_LIMIT	56	33	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	Path.size	256	28	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	Path.size	270	36	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	Path.size	280	28	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	Path.size	285	52	JAVA_01	Magic Numbers - Java
                  Fixed Value(1) used incorrectly	length	399	34	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	i	406	21	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	firstFileName	463	36	JAVA_01	Magic Numbers - Java
                  Fixed Value(1) used incorrectly	indexOf	470	66	JAVA_01	Magic Numbers - Java
                  Fixed Value(1) used incorrectly	firstFileName	479	62	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	args	480	43	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	args	508	65	JAVA_01	Magic Numbers - Java
                  Fixed Value(2) used incorrectly	substring	700	28	JAVA_01	Magic Numbers - Java
                  Exit point not at end of method	DefaultCompilerAdapter.executeExternalCompile	449	18	JAVA_03	Single exit point at end
                  Multiple exit points from method	DefaultCompilerAdapter.getDefaultSource	673	19	JAVA_03	Single exit point at end
                  Exit point not at end of method	DefaultCompilerAdapter.getSupportedFileExtensions	137	20	JAVA_03	Single exit point at end
                  Multiple exit points from method	DefaultCompilerAdapter.mustSetSourceForTarget	695	20	JAVA_03	Single exit point at end
                  Unused Instance Variable	DefaultCompilerAdapter.lSep	88	34	JAVA_02	Unused Instance Variables.
                  Violation: DefaultCompilerAdapter.setupJavacCommandlineSwitches defined but not called.	DefaultCompilerAdapter.setupJavacCommandlineSwitches	189	26	JAVA_04	Unused Methods
                  Violation: DefaultCompilerAdapter.addExtdirsToClasspath defined but not called.	DefaultCompilerAdapter.addExtdirsToClasspath	524	19	JAVA_04	Unused Methods
                  Calling too many functions (20)	DefaultCompilerAdapter.setJavac	99	16	METRIC_00	Program Unit Call Count
                  Calling too many functions (18)	DefaultCompilerAdapter.setupJavacCommandlineSwitches	200	26	METRIC_00	Program Unit Call Count
                  Calling too many functions (9)	DefaultCompilerAdapter.setupModernJavacCommandlineSwitches	339	26	METRIC_00	Program Unit Call Count
                  Calling too many functions (24)	DefaultCompilerAdapter.executeExternalCompile	449	18	METRIC_00	Program Unit Call Count
                  Called by too many functions (12)	DefaultCompilerAdapter.getJavac	128	17	METRIC_01	Program Unit Callby Count
                  Called by too many functions (8)	DefaultCompilerAdapter.logAndAddFilesToCompile	394	19	METRIC_01	Program Unit Callby Count
                  Comment/Code Ratio too low (18%)	DefaultCompilerAdapter.setupJavacCommandlineSwitches	200		METRIC_02	Program Unit Comment to Code Ratio
                  Comment/Code Ratio too low (0%)	DefaultCompilerAdapter.setImplicitSourceSwitch	651		METRIC_02	Program Unit Comment to Code Ratio
                  Complexity(27) greater than allowed(5)	DefaultCompilerAdapter.setupJavacCommandlineSwitches	200	26	METRIC_03	Program Unit Cyclomatic Complexity
                  Complexity(8) greater than allowed(5)	DefaultCompilerAdapter.executeExternalCompile	449	18	METRIC_03	Program Unit Cyclomatic Complexity
                  Max Length(60) Exceeded: 139 lines.	DefaultCompilerAdapter.setupJavacCommandlineSwitches	200		METRIC_04	Program Unit Max Length
                  Max Length(60) Exceeded: 87 lines.	DefaultCompilerAdapter.executeExternalCompile	449		METRIC_04	Program Unit Max Length
                  Too many Paths (460800)	DefaultCompilerAdapter.setupJavacCommandlineSwitches	200		METRIC_07	Program Unit Path Count
                  Too many statements (71)	DefaultCompilerAdapter.setupJavacCommandlineSwitches	200		METRIC_08	Program Unit Statement Count
                Gcj.java					
                  Fixed Value(0) used incorrectly	firstFileName	49	75	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	Path.size	63	23	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	argsLength	141	25	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	conflictLength	143	33	JAVA_01	Magic Numbers - Java
                  Calling too many functions (20)	Gcj.setupGCJCommand	56	26	METRIC_00	Program Unit Call Count
                  Complexity(13) greater than allowed(5)	Gcj.setupGCJCommand	56	26	METRIC_03	Program Unit Cyclomatic Complexity
                  Max Length(60) Exceeded: 79 lines.	Gcj.setupGCJCommand	56		METRIC_04	Program Unit Max Length
                  Too many Paths (1536)	Gcj.setupGCJCommand	56		METRIC_07	Program Unit Path Count
                Javac12.java					
                  Exit point not at end of method	Javac12.execute	47	19	JAVA_03	Single exit point at end
                  Calling too many functions (13)	Javac12.execute	47	19	METRIC_00	Program Unit Call Count
                Javac13.java					
                  Fixed Value(0) used incorrectly	Javac13.MODERN_COMPILER_SUCCESS	39	55	JAVA_01	Magic Numbers - Java
                  Exit point not at end of method	Javac13.execute	46	19	JAVA_03	Single exit point at end
                  Calling too many functions (10)	Javac13.execute	46	19	METRIC_00	Program Unit Call Count
                JavacExternal.java					
                  Fixed Value(1) used incorrectly	DefaultCompilerAdapter.assumeJava11	53	46	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	firstFileName	64	19	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly		80	19	JAVA_01	Magic Numbers - Java
                  Exit point not at end of method	JavacExternal.execOnVMS	73	20	JAVA_03	Single exit point at end
                  Multiple exit points from method	JavacExternal.execute	43	19	JAVA_03	Single exit point at end
                  Calling too many functions (15)	JavacExternal.execute	43	19	METRIC_00	Program Unit Call Count
                Jikes.java					
                  Fixed Value(0) used incorrectly	Path.size	61	32	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	Path.size	68	61	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	Path.size	85	48	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	Path.size	154	26	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	firstFileName	160	78	JAVA_01	Magic Numbers - Java
                  Calling too many functions (25)	Jikes.execute	46	19	METRIC_00	Program Unit Call Count
                  Complexity(19) greater than allowed(5)	Jikes.execute	46	19	METRIC_03	Program Unit Cyclomatic Complexity
                  Complexity(7) greater than allowed(5)	Jikes.addPropertyParams	163	17	METRIC_03	Program Unit Cyclomatic Complexity
                  Max Length(60) Exceeded: 128 lines.	Jikes.execute	46		METRIC_04	Program Unit Max Length
                  Too many Paths (73728)	Jikes.execute	46		METRIC_07	Program Unit Path Count
                  Too many statements (63)	Jikes.execute	46		METRIC_08	Program Unit Statement Count
                Jvc.java					
                  Fixed Value(0) used incorrectly	Path.size	48	23	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	firstFileName	114	45	JAVA_01	Magic Numbers - Java
                  Calling too many functions (23)	Jvc.execute	40	19	METRIC_00	Program Unit Call Count
                  Complexity(11) greater than allowed(5)	Jvc.execute	40	19	METRIC_03	Program Unit Cyclomatic Complexity
                  Max Length(60) Exceeded: 81 lines.	Jvc.execute	40		METRIC_04	Program Unit Max Length
                  Too many Paths (512)	Jvc.execute	40		METRIC_07	Program Unit Path Count
                Kjc.java					
                  Fixed Value(0) used incorrectly	DefaultCompilerAdapter.getJavac	47	38	JAVA_01	Magic Numbers - Java
                  Fixed Value(0) used incorrectly	Path.size	76	23	JAVA_01	Magic Numbers - Java
