Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.apache.tools.ant.taskdefs.Java.setLogError",,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,4,1,2,8,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Java.setMaxmemory",,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Java.setNewenvironment",,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,3,1,1,9,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,3.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Java.setOutput",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,4,1,2,5,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,1.25,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Java.setOutputproperty",,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,4,1,2,7,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,1.75,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Java.setResultProperty",,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,4,1,2,8,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Java.setSpawn",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Java.setTimeout",,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,4,1,2,7,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,1.75,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.Java.setupCommandLine",,,,,,,,,,,,,,,,,,,,,,,,,,3,16,0,7,1,4,9,3,2,0,2,4,1,3,2,2,2,1,1,,,,,0,,1,0,,1.29,2,2,2,1
Private Method,"org.apache.tools.ant.taskdefs.Java.setupCommandLineForVMS",,,,,,,,,,,,,,,,,,,,,,,,,,3,11,0,3,1,1,8,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.67,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.Java.setupEnvironment",,,,,,,,,,,,,,,,,,,,,,,,,,6,15,0,11,2,7,4,4,3,0,6,9,3,6,3,3,3,1,0,,,,,0,,2,0,,0.36,3,3,3,1
Private Method,"org.apache.tools.ant.taskdefs.Java.setupExecutable",,,,,,,,,,,,,,,,,,,,,,,,,,4,13,0,6,1,4,7,5,1,0,4,5,1,4,1,1,1,1,0,,,,,0,,0,0,,1.17,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.Java.setupRedirector",,,,,,,,,,,,,,,,,,,,,,,,,,8,17,0,13,1,9,4,9,4,1,6,9,1,8,3,3,5,1,0,,,,,0,,1,0,,0.31,3,3,5,1
Private Method,"org.apache.tools.ant.taskdefs.Java.setupWorkingDir",,,,,,,,,,,,,,,,,,,,,,,,,,3,15,0,10,1,7,5,8,3,0,3,6,1,5,3,3,4,1,1,,,,,0,,1,0,,0.50,3,3,4,1
Private Method,"org.apache.tools.ant.taskdefs.Java.spawn",,,,,,,,,,,,,,,,,,,,,,,,,,3,13,0,9,2,6,4,4,2,0,4,6,2,4,2,2,2,1,1,,,,,0,,1,0,,0.44,2,2,2,1
Public Class,"org.apache.tools.ant.taskdefs.JavaTest",1,1,1,1,7,0,6,0,1,4,0,,0,3,,,,29,1,29,65,0,0,0,29,,383,55,273,66,170,55,,,,112,179,68,111,,,,,,3,3,3,1,,3,1,,94,0.20,34,34,34,29
Public Static Class,"org.apache.tools.ant.taskdefs.JavaTest.EntryPoint",6,6,6,1,26,0,19,7,1,0,0,,1,0,,,,0,0,1,1,0,0,0,1,,33,1,21,3,12,11,,,,6,13,3,10,,,,,,6,6,6,1,,1,2,,0,0.52,6,6,6,1
Public Static Method,"org.apache.tools.ant.taskdefs.JavaTest.EntryPoint.main",,,,,,,,,,,,,,,,,,,,,,,,,,2,26,0,19,2,12,7,3,24,1,6,12,2,10,6,6,6,1,1,,,,,0,,2,0,,0.37,6,6,6,1
Public Static Class,"org.apache.tools.ant.taskdefs.JavaTest.ExceptingEntryPoint",1,1,1,1,7,0,3,4,1,0,0,,1,0,,,,0,0,1,1,0,0,0,1,,14,1,5,2,1,8,,,,1,3,2,1,,,,,,1,1,1,1,,1,0,,0,1.60,1,1,1,1
Public Static Method,"org.apache.tools.ant.taskdefs.JavaTest.ExceptingEntryPoint.main",,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,3,1,1,4,0,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Constructor,"org.apache.tools.ant.taskdefs.JavaTest.JavaTest",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Static Class,"org.apache.tools.ant.taskdefs.JavaTest.PipeEntryPoint",7,7,7,1,24,0,21,3,1,2,0,,1,0,,,,0,0,1,1,0,0,0,1,,31,1,23,4,15,7,,,,8,16,4,12,,,,,,7,7,7,1,,1,2,,0,0.30,7,7,7,1
Public Static Method,"org.apache.tools.ant.taskdefs.JavaTest.PipeEntryPoint.main",,,,,,,,,,,,,,,,,,,,,,,,,,2,24,0,21,3,15,3,6,15,1,8,15,3,12,7,7,7,1,3,,,,,0,,2,0,,0.14,7,7,7,1
Public Static Class,"org.apache.tools.ant.taskdefs.JavaTest.ReadPoint",1,1,1,1,4,0,4,0,1,0,0,,1,0,,,,0,0,1,1,0,0,0,1,,6,0,6,3,2,0,,,,2,4,3,1,,,,,,1,1,1,1,,1,0,,0,0.00,1,1,1,1
Public Static Method,"org.apache.tools.ant.taskdefs.JavaTest.ReadPoint.main",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,2,0,2,1,0,2,3,2,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Static Class,"org.apache.tools.ant.taskdefs.JavaTest.SpawnEntryPoint",6,6,6,1,27,2,25,0,1,0,0,,1,0,,,,0,0,1,1,0,0,0,1,,32,2,27,7,19,3,,,,12,19,7,12,,,,,,6,6,6,1,,1,1,,0,0.11,6,6,6,1
Public Static Method,"org.apache.tools.ant.taskdefs.JavaTest.SpawnEntryPoint.main",,,,,,,,,,,,,,,,,,,,,,,,,,2,27,2,25,6,19,0,5,32,2,12,18,6,12,6,6,6,1,3,,,,,0,,1,0,,0.00,6,6,6,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.setUp",,,,,,,,,,,,,,,,,,,,,,,,,,0,15,1,6,2,4,8,3,2,0,3,5,2,3,2,2,2,1,0,,,,,0,,1,0,,1.33,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.tearDown",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testClassnameAndJar",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testExcepting",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testExceptingFoe",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,1,3,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testExceptingFoeFork",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,1,3,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testExceptingFork",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testFlushedInput",,,,,,,,,,,,,,,,,,,,,,,,,,1,33,3,28,6,22,2,5,1,0,14,19,7,12,1,1,1,1,0,,,,,0,,0,0,,0.07,1,1,1,1
Class,"org.apache.tools.ant.taskdefs.JavaTest.testFlushedInput.(Anon_3)",1,1,1,1,3,0,3,0,2,1,0,,0,0,,,,1,0,1,1,0,0,1,0,,4,0,4,0,3,0,,,,1,2,1,1,,,,,,1,1,1,1,,1,0,,0,0.00,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.JavaTest.testFlushedInput.(Anon_3).getInputStream",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,2,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Class,"org.apache.tools.ant.taskdefs.JavaTest.testFlushedInput.(Anon_4)",3,3,3,1,13,0,11,2,2,1,0,,0,0,,,,1,0,1,1,0,0,0,1,,14,0,12,1,9,2,,,,3,6,1,5,,,,,,3,3,3,1,,1,1,,0,0.17,3,3,3,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testFlushedInput.(Anon_4).run",,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,11,0,8,2,3,4,1,3,6,1,5,3,3,3,1,2,,,,,0,,1,0,,0.18,3,3,3,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testJarAndClassName",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testJarNoFork",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,1,4,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testNoJarNoClassname",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,1,3,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testRedirect1",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testRedirect2",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testRedirect3",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testRedirector1",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testRedirector2",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testReleasedInput",,,,,,,,,,,,,,,,,,,,,,,,,,1,42,6,32,7,28,4,16,1,0,24,27,8,19,1,1,1,1,0,,,,,0,,0,0,,0.13,1,1,1,1
Class,"org.apache.tools.ant.taskdefs.JavaTest.testReleasedInput.(Anon_1)",1,1,1,1,3,0,3,0,2,1,0,,0,0,,,,1,0,1,1,0,0,1,0,,4,0,4,0,3,0,,,,1,2,1,1,,,,,,1,1,1,1,,1,0,,0,0.00,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.JavaTest.testReleasedInput.(Anon_1).getInputStream",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,2,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Class,"org.apache.tools.ant.taskdefs.JavaTest.testReleasedInput.(Anon_2)",1,1,1,1,6,0,6,0,2,3,0,,0,0,,,,1,0,1,1,0,0,0,1,,7,0,7,2,6,0,,,,4,5,2,3,,,,,,1,1,1,1,,1,0,,0,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testReleasedInput.(Anon_2).run",,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,1,5,0,4,1,0,4,5,2,3,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testResultPropertyNonZero",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testResultPropertyNonZeroNoFork",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testResultPropertyZero",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testResultPropertyZeroNoFork",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testRun",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testRunFail",,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,5,1,2,3,1,2,0,1,3,1,2,2,2,2,1,0,,,,,0,,1,0,,0.60,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testRunFailFoe",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,1,4,0,1,2,0,1,3,1,2,2,2,2,1,0,,,,,0,,1,0,,0.00,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testRunFailFoeFork",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,1,3,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testRunFailWithFailOnError",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,1,3,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testRunSuccessWithFailOnError",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.JavaTest.testSpawn",,,,,,,,,,,,,,,,,,,,,,,,,,4,19,0,17,2,13,2,10,4,1,9,12,2,10,3,3,3,1,1,,,,,0,,1,0,,0.12,3,3,3,1
Public Class,"org.apache.tools.ant.taskdefs.Javac",1,1,2,1,11,0,6,5,1,16,2,,0,15,,,,88,34,88,168,0,5,7,76,,1218,117,607,193,349,497,,,,252,397,180,217,,,,,,13,13,18,7,,4,4,,97,0.82,150,150,179,104
Public Class,"org.apache.tools.ant.taskdefs.Javac.ImplementationSpecificArgument",1,1,1,1,6,0,3,3,1,0,0,,0,0,,,,1,0,1,22,0,0,0,1,,15,1,6,3,1,8,,,,1,3,2,1,,,,,,1,1,1,1,,4,0,,0,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.ImplementationSpecificArgument.setCompiler",,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Constructor,"org.apache.tools.ant.taskdefs.Javac.Javac",,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,3,1,1,3,4,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.add",,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,7,1,4,4,1,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,0.57,2,2,2,1
Private Method,"org.apache.tools.ant.taskdefs.Javac.assumedJavaVersion",,,,,,,,,,,,,,,,,,,,,,,,,,13,15,0,15,1,12,0,2,6,1,6,12,1,11,6,6,6,6,5,,,,,5,,1,5,,0.00,6,6,6,6
Protected Method,"org.apache.tools.ant.taskdefs.Javac.checkParameters",,,,,,,,,,,,,,,,,,,,,,,,,,5,29,1,21,1,15,7,6,16,1,4,9,1,8,5,5,7,1,0,,,,,0,,1,0,,0.33,5,5,7,1
Protected Method,"org.apache.tools.ant.taskdefs.Javac.compile",,,,,,,,,,,,,,,,,,,,,,,,,,13,57,5,42,5,31,10,17,22,1,14,23,5,18,13,13,13,1,3,,,,,0,,4,0,,0.24,13,13,13,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.createBootclasspath",,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,6,1,3,4,5,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,0.67,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.createClasspath",,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,6,1,3,4,5,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,0.67,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.createCompilerArg",,,,,,,,,,,,,,,,,,,,,,,,,,3,10,0,6,3,3,4,3,1,0,3,4,2,2,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.createCompilerClasspath",,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,3,1,1,6,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.createExtdirs",,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,6,1,3,4,5,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,0.67,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.createSourcepath",,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,6,1,3,4,5,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,0.67,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.createSrc",,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,6,1,3,5,5,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,0.83,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.execute",,,,,,,,,,,,,,,,,,,,,,,,,,7,32,4,22,5,17,6,13,6,1,12,16,6,10,5,5,7,1,0,,,,,0,,2,0,,0.27,5,5,7,1
Private Method,"org.apache.tools.ant.taskdefs.Javac.findSupportedFileExtensions",,,,,,,,,,,,,,,,,,,,,,,,,,3,25,2,21,5,14,2,6,12,1,9,14,5,9,6,6,6,1,0,,,,,0,,2,0,,0.10,6,6,6,1
Private Method,"org.apache.tools.ant.taskdefs.Javac.generateMissingPackageInfoClasses",,,,,,,,,,,,,,,,,,,,,,,,,,7,31,0,26,9,21,6,15,3,0,19,22,10,12,3,3,4,3,1,,,,,1,,2,1,,0.23,3,3,4,3
Private Method,"org.apache.tools.ant.taskdefs.Javac.getAltCompilerName",,,,,,,,,,,,,,,,,,,,,,,,,,13,32,0,32,2,24,0,3,9,1,7,14,2,12,7,7,18,7,6,,,,,6,,2,6,,0.00,7,7,18,7
Public Method,"org.apache.tools.ant.taskdefs.Javac.getBootclasspath",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getClasspath",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getCompiler",,,,,,,,,,,,,,,,,,,,,,,,,,10,26,0,12,2,8,14,4,3,0,4,7,2,5,3,3,3,1,1,,,,,0,,2,0,,1.17,3,3,3,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getCompilerVersion",,,,,,,,,,,,,,,,,,,,,,,,,,7,18,0,4,1,2,14,5,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,3.50,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getCurrentCompilerArgs",,,,,,,,,,,,,,,,,,,,,,,,,,6,26,5,16,5,12,5,7,2,0,9,12,5,7,2,2,3,1,0,,,,,0,,2,0,,0.31,2,2,3,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getDebug",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getDebugLevel",,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getDepend",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getDeprecation",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getDestdir",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getEncoding",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getExecutable",,,,,,,,,,,,,,,,,,,,,,,,,,6,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getExtdirs",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getFailonerror",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getFileList",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getIncludeantruntime",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,2,1,0,1,2,1,1,2,2,2,1,0,,,,,0,,0,0,,1.33,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getIncludejavaruntime",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getJavacExecutable",,,,,,,,,,,,,,,,,,,,,,,,,,3,20,0,8,1,5,12,4,3,0,3,6,1,5,3,3,5,1,1,,,,,0,,1,0,,1.50,3,3,5,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getListfiles",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getMemoryInitialSize",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getMemoryMaximumSize",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getNowarn",,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getOptimize",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getSource",,,,,,,,,,,,,,,,,,,,,,,,,,8,8,0,4,1,2,4,3,1,0,1,2,1,1,2,2,2,1,0,,,,,0,,0,0,,1.00,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.Javac.getSourcepath",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
