From Class,To Class,References,From Entities,To Entities
org.apache.tools.ant.taskdefs.Javadoc,org.apache.tools.ant.types.Path.PathElement,1,1,1
org.apache.tools.ant.taskdefs.Javadoc,org.apache.tools.ant.types.PatternSet,7,2,5
org.apache.tools.ant.taskdefs.Javadoc,org.apache.tools.ant.types.PatternSet.NameEntry,5,2,1
org.apache.tools.ant.taskdefs.Javadoc,org.apache.tools.ant.types.Reference,4,4,1
org.apache.tools.ant.taskdefs.Javadoc,org.apache.tools.ant.types.Resource,3,2,2
org.apache.tools.ant.taskdefs.Javadoc,org.apache.tools.ant.types.ResourceCollection,4,2,3
org.apache.tools.ant.taskdefs.Javadoc,org.apache.tools.ant.types.resources.FileProvider,2,1,2
org.apache.tools.ant.taskdefs.Javadoc,org.apache.tools.ant.util.FileUtils,6,5,4
org.apache.tools.ant.taskdefs.Javadoc,org.apache.tools.ant.util.JavaEnvUtils,3,2,3
org.apache.tools.ant.taskdefs.Javadoc,org.apache.tools.ant.util.LineOrientedOutputStream,2,1,1
org.apache.tools.ant.taskdefs.Javadoc.AccessType,org.apache.tools.ant.types.EnumeratedAttribute,1,1,1
org.apache.tools.ant.taskdefs.Javadoc.DocletInfo,org.apache.tools.ant.taskdefs.Javadoc.DocletParam,3,2,1
org.apache.tools.ant.taskdefs.Javadoc.DocletInfo,org.apache.tools.ant.taskdefs.Javadoc.ExtensionInfo,1,1,1
org.apache.tools.ant.taskdefs.Javadoc.ExtensionInfo,org.apache.tools.ant.ProjectComponent,2,2,2
org.apache.tools.ant.taskdefs.Javadoc.ExtensionInfo,org.apache.tools.ant.types.Path,9,6,5
org.apache.tools.ant.taskdefs.Javadoc.ExtensionInfo,org.apache.tools.ant.types.Reference,1,1,1
org.apache.tools.ant.taskdefs.Javadoc.GroupArgument,org.apache.tools.ant.taskdefs.Javadoc.Html,6,5,3
org.apache.tools.ant.taskdefs.Javadoc.GroupArgument,org.apache.tools.ant.taskdefs.Javadoc.PackageName,4,3,2
org.apache.tools.ant.taskdefs.Javadoc.JavadocOutputStream,org.apache.tools.ant.Project,5,2,2
org.apache.tools.ant.taskdefs.Javadoc.JavadocOutputStream,org.apache.tools.ant.taskdefs.Javadoc,1,1,1
org.apache.tools.ant.taskdefs.Javadoc.JavadocOutputStream,org.apache.tools.ant.taskdefs.LogOutputStream,7,4,3
org.apache.tools.ant.taskdefs.Javadoc.parsePackages.(for_loop_13).(Anon_1),org.apache.tools.ant.taskdefs.Javadoc,1,1,1
org.apache.tools.ant.taskdefs.Javadoc.ResourceCollectionContainer,org.apache.tools.ant.types.ResourceCollection,1,1,1
org.apache.tools.ant.taskdefs.Javadoc.TagArgument,org.apache.tools.ant.BuildException,6,2,1
org.apache.tools.ant.taskdefs.Javadoc.TagArgument,org.apache.tools.ant.Project,4,1,2
org.apache.tools.ant.taskdefs.Javadoc.TagArgument,org.apache.tools.ant.ProjectComponent,4,2,2
org.apache.tools.ant.taskdefs.Javadoc.TagArgument,org.apache.tools.ant.taskdefs.Javadoc,5,1,1
org.apache.tools.ant.taskdefs.Javadoc.TagArgument,org.apache.tools.ant.types.FileSet,1,1,1
org.apache.tools.ant.taskdefs.JavadocTest,org.apache.tools.ant.BuildException,12,12,2
org.apache.tools.ant.taskdefs.JavadocTest,org.apache.tools.ant.BuildFileTest,19,19,4
org.apache.tools.ant.taskdefs.JavaTest,org.apache.tools.ant.BuildFileTest,42,30,8
org.apache.tools.ant.taskdefs.JavaTest,org.apache.tools.ant.Project,14,8,6
org.apache.tools.ant.taskdefs.JavaTest,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.taskdefs.JavaTest,org.apache.tools.ant.taskdefs.Java,7,2,6
org.apache.tools.ant.taskdefs.JavaTest,org.apache.tools.ant.util.FileUtils,3,3,3
org.apache.tools.ant.taskdefs.JavaTest.PipeEntryPoint,org.apache.tools.ant.taskdefs.StreamPumper,2,1,2
org.apache.tools.ant.taskdefs.JavaTest.PipeEntryPoint,org.apache.tools.ant.util.TeeOutputStream,2,1,2
org.apache.tools.ant.taskdefs.JavaTest.testFlushedInput.(Anon_3),org.apache.tools.ant.input.DefaultInputHandler,1,1,1
org.apache.tools.ant.taskdefs.JavaTest.testReleasedInput.(Anon_1),org.apache.tools.ant.input.DefaultInputHandler,1,1,1
org.apache.tools.ant.taskdefs.JavaTest.testReleasedInput.(Anon_2),org.apache.tools.ant.BuildFileTest,1,1,1
org.apache.tools.ant.taskdefs.JavaTest.testReleasedInput.(Anon_2),org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.taskdefs.JavaTest.testReleasedInput.(Anon_2),org.apache.tools.ant.taskdefs.Input,5,2,4
org.apache.tools.ant.taskdefs.JDBCTask,org.apache.tools.ant.AntClassLoader,4,3,2
org.apache.tools.ant.taskdefs.JDBCTask,org.apache.tools.ant.BuildException,13,2,2
org.apache.tools.ant.taskdefs.JDBCTask,org.apache.tools.ant.Project,13,3,4
org.apache.tools.ant.taskdefs.JDBCTask,org.apache.tools.ant.ProjectComponent,10,3,2
org.apache.tools.ant.taskdefs.JDBCTask,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.JDBCTask,org.apache.tools.ant.taskdefs.Property,5,3,3
org.apache.tools.ant.taskdefs.JDBCTask,org.apache.tools.ant.types.Path,8,5,4
org.apache.tools.ant.taskdefs.JDBCTask,org.apache.tools.ant.types.Reference,1,1,1
org.apache.tools.ant.taskdefs.Jikes,org.apache.tools.ant.BuildException,2,1,1
org.apache.tools.ant.taskdefs.Jikes,org.apache.tools.ant.Project,3,3,2
org.apache.tools.ant.taskdefs.Jikes,org.apache.tools.ant.taskdefs.Execute,7,2,6
org.apache.tools.ant.taskdefs.Jikes,org.apache.tools.ant.taskdefs.JikesOutputParser,2,2,1
org.apache.tools.ant.taskdefs.Jikes,org.apache.tools.ant.util.FileUtils,2,1,2
org.apache.tools.ant.taskdefs.JikesOutputParser,org.apache.tools.ant.Project,4,1,2
org.apache.tools.ant.taskdefs.JikesOutputParser,org.apache.tools.ant.Task,3,3,2
org.apache.tools.ant.taskdefs.JikesOutputParser,org.apache.tools.ant.taskdefs.ExecuteStreamHandler,1,1,1
org.apache.tools.ant.taskdefs.KeySubst,org.apache.tools.ant.BuildException,2,2,1
org.apache.tools.ant.taskdefs.KeySubst,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.BuildException,7,2,2
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.Project,3,2,2
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.taskdefs.condition.Condition,1,1,1
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.taskdefs.Length.AccumHandler,4,2,3
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.taskdefs.Length.AllHandler,2,1,2
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.taskdefs.Length.EachHandler,2,1,2
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.taskdefs.Length.FileMode,1,1,1
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.taskdefs.Length.Handler,3,2,3
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.taskdefs.Length.When,1,1,1
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.taskdefs.LogOutputStream,2,1,2
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.types.Comparison,5,5,3
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.types.EnumeratedAttribute,1,1,1
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.types.FileSet,1,1,1
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.types.Resource,5,3,3
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.types.ResourceCollection,2,2,1
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.types.resources.FileResource,2,1,2
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.types.resources.Resources,5,3,4
org.apache.tools.ant.taskdefs.Length,org.apache.tools.ant.util.PropertyOutputStream,2,1,2
org.apache.tools.ant.taskdefs.Length.AccumHandler,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.taskdefs.Length.AccumHandler,org.apache.tools.ant.taskdefs.Length.Handler,3,3,2
org.apache.tools.ant.taskdefs.Length.AccumHandler,org.apache.tools.ant.types.Resource,4,2,4
org.apache.tools.ant.taskdefs.Length.AllHandler,org.apache.tools.ant.taskdefs.Length.AccumHandler,3,3,3
org.apache.tools.ant.taskdefs.Length.AllHandler,org.apache.tools.ant.taskdefs.Length.Handler,2,1,2
org.apache.tools.ant.taskdefs.Length.EachHandler,org.apache.tools.ant.taskdefs.Length.Handler,6,3,3
org.apache.tools.ant.taskdefs.Length.EachHandler,org.apache.tools.ant.types.Resource,4,2,4
org.apache.tools.ant.taskdefs.Length.FileMode,org.apache.tools.ant.taskdefs.Length,2,1,2
org.apache.tools.ant.taskdefs.Length.FileMode,org.apache.tools.ant.types.EnumeratedAttribute,1,1,1
org.apache.tools.ant.taskdefs.Length.Handler,org.apache.tools.ant.types.Resource,1,1,1
org.apache.tools.ant.taskdefs.Length.When,org.apache.tools.ant.types.Comparison,1,1,1
org.apache.tools.ant.taskdefs.LoadFile,org.apache.tools.ant.taskdefs.LoadResource,2,2,2
org.apache.tools.ant.taskdefs.LoadFile,org.apache.tools.ant.types.resources.FileResource,2,1,2
org.apache.tools.ant.taskdefs.LoadFileTest,org.apache.tools.ant.BuildException,7,7,1
org.apache.tools.ant.taskdefs.LoadFileTest,org.apache.tools.ant.BuildFileTest,20,14,9
org.apache.tools.ant.taskdefs.LoadFileTest,org.apache.tools.ant.Project,6,5,1
org.apache.tools.ant.taskdefs.LoadProperties,org.apache.tools.ant.BuildException,8,3,2
org.apache.tools.ant.taskdefs.LoadProperties,org.apache.tools.ant.filters.util.ChainReaderHelper,7,2,6
org.apache.tools.ant.taskdefs.LoadProperties,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.taskdefs.LoadProperties,org.apache.tools.ant.ProjectComponent,4,2,3
org.apache.tools.ant.taskdefs.LoadProperties,org.apache.tools.ant.Task,2,2,2
org.apache.tools.ant.taskdefs.LoadProperties,org.apache.tools.ant.taskdefs.Property,6,2,5
org.apache.tools.ant.taskdefs.LoadProperties,org.apache.tools.ant.types.FilterChain,1,1,1
org.apache.tools.ant.taskdefs.LoadProperties,org.apache.tools.ant.types.Path,3,3,1
org.apache.tools.ant.taskdefs.LoadProperties,org.apache.tools.ant.types.Reference,1,1,1
org.apache.tools.ant.taskdefs.LoadProperties,org.apache.tools.ant.types.Resource,5,4,4
org.apache.tools.ant.taskdefs.LoadProperties,org.apache.tools.ant.types.ResourceCollection,3,2,3
org.apache.tools.ant.taskdefs.LoadProperties,org.apache.tools.ant.types.resources.AbstractClasspathResource,4,4,4
org.apache.tools.ant.taskdefs.LoadProperties,org.apache.tools.ant.types.resources.FileResource,2,1,2
org.apache.tools.ant.taskdefs.LoadProperties,org.apache.tools.ant.types.resources.JavaResource,6,2,2
org.apache.tools.ant.taskdefs.LoadProperties,org.apache.tools.ant.util.ResourceUtils,1,1,1
org.apache.tools.ant.taskdefs.LoadResource,org.apache.tools.ant.BuildException,10,3,3
org.apache.tools.ant.taskdefs.LoadResource,org.apache.tools.ant.filters.util.ChainReaderHelper,8,2,7
org.apache.tools.ant.taskdefs.LoadResource,org.apache.tools.ant.Project,13,1,6
org.apache.tools.ant.taskdefs.LoadResource,org.apache.tools.ant.ProjectComponent,3,1,2
org.apache.tools.ant.taskdefs.LoadResource,org.apache.tools.ant.Task,3,2,2
org.apache.tools.ant.taskdefs.LoadResource,org.apache.tools.ant.types.FilterChain,1,1,1
org.apache.tools.ant.taskdefs.LoadResource,org.apache.tools.ant.types.Resource,7,3,5
org.apache.tools.ant.taskdefs.LoadResource,org.apache.tools.ant.types.ResourceCollection,3,2,3
org.apache.tools.ant.taskdefs.LoadResource,org.apache.tools.ant.util.FileUtils,1,1,1
org.apache.tools.ant.taskdefs.Local,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.taskdefs.Local,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.taskdefs.Local,org.apache.tools.ant.property.LocalProperties,2,1,2
org.apache.tools.ant.taskdefs.Local,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.LogOutputStream,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.taskdefs.LogOutputStream,org.apache.tools.ant.ProjectComponent,5,5,2
org.apache.tools.ant.taskdefs.LogOutputStream,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.LogOutputStream,org.apache.tools.ant.util.LineOrientedOutputStream,2,2,2
org.apache.tools.ant.taskdefs.LogStreamHandler,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.taskdefs.LogStreamHandler,org.apache.tools.ant.ProjectComponent,2,2,1
org.apache.tools.ant.taskdefs.LogStreamHandler,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.LogStreamHandler,org.apache.tools.ant.taskdefs.LogOutputStream,4,1,2
org.apache.tools.ant.taskdefs.LogStreamHandler,org.apache.tools.ant.taskdefs.PumpStreamHandler,5,3,5
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.AntTypeDefinition,2,1,2
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.BuildException,12,5,1
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.ComponentHelper,3,2,3
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.Location,1,1,1
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.ProjectComponent,4,2,2
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.ProjectHelper,3,2,2
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.RuntimeConfigurable,3,1,3
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.taskdefs.AntlibDefinition,10,3,2
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.taskdefs.MacroDef.Attribute,12,5,2
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.taskdefs.MacroDef.MyAntTypeDefinition,3,2,2
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.taskdefs.MacroDef.NestedSequential,6,4,3
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.taskdefs.MacroDef.TemplateElement,7,2,3
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.taskdefs.MacroDef.Text,8,5,3
org.apache.tools.ant.taskdefs.MacroDef,org.apache.tools.ant.UnknownElement,11,3,6
org.apache.tools.ant.taskdefs.MacroDef.Attribute,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.taskdefs.MacroDef.Attribute,org.apache.tools.ant.taskdefs.MacroDef,3,2,2
org.apache.tools.ant.taskdefs.MacroDef.MyAntTypeDefinition,org.apache.tools.ant.AntTypeDefinition,6,6,4
org.apache.tools.ant.taskdefs.MacroDef.MyAntTypeDefinition,org.apache.tools.ant.Project,3,3,1
org.apache.tools.ant.taskdefs.MacroDef.MyAntTypeDefinition,org.apache.tools.ant.taskdefs.MacroDef,4,4,3
org.apache.tools.ant.taskdefs.MacroDef.MyAntTypeDefinition,org.apache.tools.ant.taskdefs.MacroInstance,2,1,2
org.apache.tools.ant.taskdefs.MacroDef.NestedSequential,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.MacroDef.NestedSequential,org.apache.tools.ant.TaskContainer,1,1,1
org.apache.tools.ant.taskdefs.MacroDef.NestedSequential,org.apache.tools.ant.UnknownElement,5,3,2
org.apache.tools.ant.taskdefs.MacroDef.TemplateElement,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.taskdefs.MacroDef.TemplateElement,org.apache.tools.ant.taskdefs.MacroDef,2,2,2
org.apache.tools.ant.taskdefs.MacroDef.Text,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.taskdefs.MacroDef.Text,org.apache.tools.ant.taskdefs.MacroDef,4,3,3
org.apache.tools.ant.taskdefs.MacroDefTest,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.taskdefs.MacroDefTest,org.apache.tools.ant.BuildFileTest,26,26,9
org.apache.tools.ant.taskdefs.MacroInstance,org.apache.tools.ant.BuildException,12,5,2
org.apache.tools.ant.taskdefs.MacroInstance,org.apache.tools.ant.DynamicAttribute,1,1,1
org.apache.tools.ant.taskdefs.MacroInstance,org.apache.tools.ant.ProjectComponent,10,2,5
org.apache.tools.ant.taskdefs.MacroInstance,org.apache.tools.ant.ProjectHelper,2,2,2
org.apache.tools.ant.taskdefs.MacroInstance,org.apache.tools.ant.property.LocalProperties,4,2,4
org.apache.tools.ant.taskdefs.MacroInstance,org.apache.tools.ant.RuntimeConfigurable,18,3,11
org.apache.tools.ant.taskdefs.MacroInstance,org.apache.tools.ant.Target,4,2,3
org.apache.tools.ant.taskdefs.MacroInstance,org.apache.tools.ant.Task,13,4,9
org.apache.tools.ant.taskdefs.MacroInstance,org.apache.tools.ant.TaskContainer,1,1,1
org.apache.tools.ant.taskdefs.MacroInstance,org.apache.tools.ant.taskdefs.MacroDef,13,6,6
org.apache.tools.ant.taskdefs.MacroInstance,org.apache.tools.ant.taskdefs.MacroDef.Attribute,8,2,3
org.apache.tools.ant.taskdefs.MacroInstance,org.apache.tools.ant.taskdefs.MacroDef.TemplateElement,11,4,4
org.apache.tools.ant.taskdefs.MacroInstance,org.apache.tools.ant.taskdefs.MacroDef.Text,4,1,4
org.apache.tools.ant.taskdefs.MacroInstance,org.apache.tools.ant.UnknownElement,37,11,11
org.apache.tools.ant.taskdefs.MacroInstance.Element,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.MacroInstance.Element,org.apache.tools.ant.TaskContainer,1,1,1
org.apache.tools.ant.taskdefs.MakeUrl,org.apache.tools.ant.BuildException,6,3,2
org.apache.tools.ant.taskdefs.MakeUrl,org.apache.tools.ant.DirectoryScanner,3,2,3
org.apache.tools.ant.taskdefs.MakeUrl,org.apache.tools.ant.Project,5,3,4
org.apache.tools.ant.taskdefs.MakeUrl,org.apache.tools.ant.ProjectComponent,3,2,1
org.apache.tools.ant.taskdefs.MakeUrl,org.apache.tools.ant.Task,3,3,2
org.apache.tools.ant.taskdefs.MakeUrl,org.apache.tools.ant.types.AbstractFileSet,1,1,1
org.apache.tools.ant.taskdefs.MakeUrl,org.apache.tools.ant.types.FileSet,3,3,1
org.apache.tools.ant.taskdefs.MakeUrl,org.apache.tools.ant.types.Path,4,3,2
org.apache.tools.ant.taskdefs.MakeUrl,org.apache.tools.ant.util.FileUtils,2,1,2
org.apache.tools.ant.taskdefs.MakeUrlTest,org.apache.tools.ant.BuildFileTest,15,15,6
org.apache.tools.ant.taskdefs.MakeUrlTest,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.taskdefs.MakeUrlTest,org.apache.tools.ant.taskdefs.MakeUrl,1,1,1
org.apache.tools.ant.taskdefs.Manifest,org.apache.tools.ant.BuildException,6,3,1
org.apache.tools.ant.taskdefs.Manifest,org.apache.tools.ant.taskdefs.Manifest.Attribute,20,9,6
org.apache.tools.ant.taskdefs.Manifest,org.apache.tools.ant.taskdefs.Manifest.Section,39,19,15
org.apache.tools.ant.taskdefs.Manifest,org.apache.tools.ant.taskdefs.ManifestException,10,8,2
org.apache.tools.ant.taskdefs.Manifest,org.apache.tools.ant.util.CollectionUtils,1,1,1
org.apache.tools.ant.taskdefs.Manifest,org.apache.tools.ant.util.FileUtils,1,1,1
org.apache.tools.ant.taskdefs.Manifest.Attribute,org.apache.tools.ant.taskdefs.Manifest,9,1,3
org.apache.tools.ant.taskdefs.Manifest.Attribute,org.apache.tools.ant.taskdefs.ManifestException,4,2,2
org.apache.tools.ant.taskdefs.Manifest.Section,org.apache.tools.ant.BuildException,2,2,1
org.apache.tools.ant.taskdefs.Manifest.Section,org.apache.tools.ant.taskdefs.Manifest,10,3,7
org.apache.tools.ant.taskdefs.Manifest.Section,org.apache.tools.ant.taskdefs.Manifest.Attribute,47,20,13
org.apache.tools.ant.taskdefs.Manifest.Section,org.apache.tools.ant.taskdefs.ManifestException,11,5,2
org.apache.tools.ant.taskdefs.Manifest.Section,org.apache.tools.ant.util.CollectionUtils,1,1,1
org.apache.tools.ant.taskdefs.ManifestClassPath,org.apache.tools.ant.BuildException,9,3,1
org.apache.tools.ant.taskdefs.ManifestClassPath,org.apache.tools.ant.launch.Locator,1,1,1
org.apache.tools.ant.taskdefs.ManifestClassPath,org.apache.tools.ant.Project,2,1,2
org.apache.tools.ant.taskdefs.ManifestClassPath,org.apache.tools.ant.ProjectComponent,2,1,1
