From Class,To Class,References,From Entities,To Entities
org.apache.tools.ant.taskdefs.optional.ejb.EJBDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.Config,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.BuildException,8,4,1
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.DirectoryScanner,3,2,3
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.Project,5,5,2
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.taskdefs.MatchingTask,2,2,2
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.taskdefs.optional.ejb.BorlandDeploymentTool,3,2,1
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.taskdefs.optional.ejb.EJBDeploymentTool,9,5,5
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.CMPVersion,2,2,2
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.Config,34,16,12
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.DTDLocation,3,2,1
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.NamingScheme,8,4,3
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,7,3,5
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetDeploymentTool,3,2,1
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.taskdefs.optional.ejb.JbossDeploymentTool,3,2,1
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,3,2,1
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,3,2,1
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.taskdefs.optional.ejb.WeblogicTOPLinkDeploymentTool,3,2,1
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,3,2,1
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.types.EnumeratedAttribute,8,4,2
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.types.FileSet,4,2,2
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,org.apache.tools.ant.types.Path,5,2,3
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.CMPVersion,org.apache.tools.ant.types.EnumeratedAttribute,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.Config,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.NamingScheme,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.Config,org.apache.tools.ant.types.Path,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.DTDLocation,org.apache.tools.ant.types.DTDLocation,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.NamingScheme,org.apache.tools.ant.types.EnumeratedAttribute,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.BuildException,15,7,3
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.DirectoryScanner,3,2,3
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.Location,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.Project,11,8,5
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.ProjectComponent,5,5,2
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.Task,4,4,2
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.DescriptorHandler,10,7,6
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EJBDeploymentTool,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.Config,34,15,12
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.DTDLocation,2,2,1
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.NamingScheme,16,2,5
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.InnerClassFilenameFilter,3,2,2
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.types.AbstractFileSet,2,1,2
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.types.EnumeratedAttribute,8,2,1
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.types.FileSet,2,2,1
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.types.Path,12,7,5
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.types.ResourceLocation,2,1,2
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,org.apache.tools.ant.util.depend.DependencyAnalyzer,7,3,5
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetDeploymentTool,org.apache.tools.ant.BuildException,10,2,3
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetDeploymentTool,org.apache.tools.ant.Project,3,3,2
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.Config,10,4,5
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.DTDLocation,2,2,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,26,8,9
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc,11,2,10
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.EjbcException,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetDeploymentTool,org.apache.tools.ant.types.Path,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetDeploymentTool,org.apache.tools.ant.types.ResourceLocation,2,1,2
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.Classname,3,1,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.EjbcException,5,3,2
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.EjbcHandler,6,5,4
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.EjbInfo,20,9,13
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.RedirectOutput,6,3,2
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.EjbcHandler,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc,5,3,2
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.EjbcHandler,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.EjbInfo,19,4,11
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.EjbInfo,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc,12,4,6
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.EjbInfo,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.Classname,49,21,8
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.EjbInfo,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.EjbcException,15,1,2
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbcTask,org.apache.tools.ant.BuildException,28,4,3
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbcTask,org.apache.tools.ant.ProjectComponent,14,5,2
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbcTask,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbcTask,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc,7,2,6
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbcTask,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.EjbcException,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbcTask,org.apache.tools.ant.types.Path,14,7,6
org.apache.tools.ant.taskdefs.optional.ejb.JbossDeploymentTool,org.apache.tools.ant.BuildException,2,2,1
org.apache.tools.ant.taskdefs.optional.ejb.JbossDeploymentTool,org.apache.tools.ant.Project,2,1,2
org.apache.tools.ant.taskdefs.optional.ejb.JbossDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,5,3,3
org.apache.tools.ant.taskdefs.optional.ejb.JbossDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.CMPVersion,2,1,2
org.apache.tools.ant.taskdefs.optional.ejb.JbossDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.Config,2,1,1
org.apache.tools.ant.taskdefs.optional.ejb.JbossDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,11,4,6
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,org.apache.tools.ant.AntClassLoader,5,2,3
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,org.apache.tools.ant.BuildException,10,3,1
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,org.apache.tools.ant.Project,23,7,4
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,org.apache.tools.ant.ProjectComponent,5,2,1
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,org.apache.tools.ant.taskdefs.Java,25,2,8
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.DescriptorHandler,5,2,2
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.Config,5,4,3
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.NamingScheme,2,1,2
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,39,9,12
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,org.apache.tools.ant.types.Commandline.Argument,18,1,3
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,org.apache.tools.ant.types.EnumeratedAttribute,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,org.apache.tools.ant.types.Path,15,4,5
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,org.apache.tools.ant.AntClassLoader,4,2,2
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,org.apache.tools.ant.BuildException,8,5,1
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,org.apache.tools.ant.Project,16,5,4
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,org.apache.tools.ant.ProjectComponent,4,3,1
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,org.apache.tools.ant.taskdefs.Java,21,2,9
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.DescriptorHandler,16,6,3
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.Config,3,2,2
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.DTDLocation,2,2,1
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,37,10,13
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,org.apache.tools.ant.types.Commandline.Argument,13,1,3
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,org.apache.tools.ant.types.Environment.Variable,3,3,1
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,org.apache.tools.ant.types.Path,15,9,6
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,org.apache.tools.ant.types.ResourceLocation,2,1,2
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,org.apache.tools.ant.util.FileUtils,4,4,4
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool.getWeblogicDescriptorHandler.(Anon_1),org.apache.tools.ant.taskdefs.optional.ejb.DescriptorHandler,5,2,5
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool.getWeblogicDescriptorHandler.(Anon_1),org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicTOPLinkDeploymentTool,org.apache.tools.ant.BuildException,2,1,1
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicTOPLinkDeploymentTool,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicTOPLinkDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.DescriptorHandler,4,2,2
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicTOPLinkDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.Config,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicTOPLinkDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,4,2,4
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicTOPLinkDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,3,3,3
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,org.apache.tools.ant.AntClassLoader,4,2,2
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,org.apache.tools.ant.BuildException,7,5,1
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,org.apache.tools.ant.Project,19,6,5
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,org.apache.tools.ant.ProjectComponent,5,3,1
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,org.apache.tools.ant.taskdefs.Java,17,2,10
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.DescriptorHandler,9,4,3
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.Config,6,3,2
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar.DTDLocation,4,4,1
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,48,11,13
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,org.apache.tools.ant.types.Commandline.Argument,8,1,2
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,org.apache.tools.ant.types.Environment.Variable,4,2,3
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,org.apache.tools.ant.types.Path,15,8,6
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,org.apache.tools.ant.types.ResourceLocation,4,2,2
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,org.apache.tools.ant.util.FileUtils,3,3,3
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool.getWebsphereDescriptorHandler.(Anon_1),org.apache.tools.ant.taskdefs.optional.ejb.DescriptorHandler,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.DeweyDecimal,org.apache.tools.ant.util.DeweyDecimal,3,3,3
org.apache.tools.ant.taskdefs.optional.extension.Extension,org.apache.tools.ant.taskdefs.optional.extension.Compatibility,16,7,2
org.apache.tools.ant.taskdefs.optional.extension.Extension,org.apache.tools.ant.util.DeweyDecimal,17,13,4
org.apache.tools.ant.taskdefs.optional.extension.Extension,org.apache.tools.ant.util.StringUtils,7,1,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter,org.apache.tools.ant.BuildException,5,3,2
org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter,org.apache.tools.ant.taskdefs.optional.extension.Extension,4,2,3
org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter,org.apache.tools.ant.types.DataType,8,4,6
org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter,org.apache.tools.ant.types.Reference,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter,org.apache.tools.ant.util.DeweyDecimal,8,5,3
org.apache.tools.ant.taskdefs.optional.extension.ExtensionResolver,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionResolver,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionResolver,org.apache.tools.ant.taskdefs.optional.extension.Extension,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,org.apache.tools.ant.BuildException,3,3,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,org.apache.tools.ant.Project,2,2,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,org.apache.tools.ant.taskdefs.optional.extension.Extension,3,1,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter,2,2,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,2,1,2
org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,org.apache.tools.ant.taskdefs.optional.extension.LibFileSet,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,org.apache.tools.ant.types.DataType,21,7,11
org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,org.apache.tools.ant.types.FileSet,2,2,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,org.apache.tools.ant.types.Reference,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,org.apache.tools.ant.BuildException,8,5,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,org.apache.tools.ant.DirectoryScanner,3,2,3
org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,org.apache.tools.ant.Project,2,2,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,org.apache.tools.ant.taskdefs.optional.extension.Extension,29,9,10
org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter,3,2,2
org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,org.apache.tools.ant.taskdefs.optional.extension.LibFileSet,5,2,3
org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,org.apache.tools.ant.types.AbstractFileSet,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,org.apache.tools.ant.types.FileSet,2,2,1
org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,org.apache.tools.ant.util.DeweyDecimal,3,1,1
org.apache.tools.ant.taskdefs.optional.extension.ExtraAttribute,org.apache.tools.ant.BuildException,5,1,2
org.apache.tools.ant.taskdefs.optional.extension.JarLibAvailableTask,org.apache.tools.ant.BuildException,12,3,2
org.apache.tools.ant.taskdefs.optional.extension.JarLibAvailableTask,org.apache.tools.ant.Project,2,1,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibAvailableTask,org.apache.tools.ant.ProjectComponent,3,1,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibAvailableTask,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibAvailableTask,org.apache.tools.ant.taskdefs.optional.extension.Extension,8,6,3
org.apache.tools.ant.taskdefs.optional.extension.JarLibAvailableTask,org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter,3,3,2
org.apache.tools.ant.taskdefs.optional.extension.JarLibAvailableTask,org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,4,3,2
org.apache.tools.ant.taskdefs.optional.extension.JarLibAvailableTask,org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibDisplayTask,org.apache.tools.ant.BuildException,8,2,2
org.apache.tools.ant.taskdefs.optional.extension.JarLibDisplayTask,org.apache.tools.ant.DirectoryScanner,3,2,3
org.apache.tools.ant.taskdefs.optional.extension.JarLibDisplayTask,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibDisplayTask,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibDisplayTask,org.apache.tools.ant.taskdefs.optional.extension.LibraryDisplayer,4,2,2
org.apache.tools.ant.taskdefs.optional.extension.JarLibDisplayTask,org.apache.tools.ant.types.AbstractFileSet,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibDisplayTask,org.apache.tools.ant.types.FileSet,3,3,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibManifestTask,org.apache.tools.ant.BuildException,9,5,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibManifestTask,org.apache.tools.ant.MagicNames,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibManifestTask,org.apache.tools.ant.Project,2,1,2
org.apache.tools.ant.taskdefs.optional.extension.JarLibManifestTask,org.apache.tools.ant.ProjectComponent,2,2,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibManifestTask,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibManifestTask,org.apache.tools.ant.taskdefs.optional.extension.Extension,8,5,5
org.apache.tools.ant.taskdefs.optional.extension.JarLibManifestTask,org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter,2,2,2
org.apache.tools.ant.taskdefs.optional.extension.JarLibManifestTask,org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,5,4,2
org.apache.tools.ant.taskdefs.optional.extension.JarLibManifestTask,org.apache.tools.ant.taskdefs.optional.extension.ExtraAttribute,5,3,3
org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask,org.apache.tools.ant.BuildException,19,7,3
org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask,org.apache.tools.ant.Project,20,4,6
org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask,org.apache.tools.ant.ProjectComponent,12,4,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask,org.apache.tools.ant.taskdefs.optional.extension.Extension,6,5,4
org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask,org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter,2,2,2
org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask,org.apache.tools.ant.taskdefs.optional.extension.ExtensionResolver,3,2,2
org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask,org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask,org.apache.tools.ant.taskdefs.optional.extension.resolvers.AntResolver,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask,org.apache.tools.ant.taskdefs.optional.extension.resolvers.LocationResolver,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask,org.apache.tools.ant.taskdefs.optional.extension.resolvers.URLResolver,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.LibFileSet,org.apache.tools.ant.types.FileSet,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.LibraryDisplayer,org.apache.tools.ant.BuildException,4,3,1
org.apache.tools.ant.taskdefs.optional.extension.LibraryDisplayer,org.apache.tools.ant.taskdefs.optional.extension.Extension,12,7,5
org.apache.tools.ant.taskdefs.optional.extension.LibraryDisplayer,org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.LibraryDisplayer,org.apache.tools.ant.taskdefs.optional.extension.Specification,7,5,4
org.apache.tools.ant.taskdefs.optional.extension.resolvers.AntResolver,org.apache.tools.ant.BuildException,6,2,2
org.apache.tools.ant.taskdefs.optional.extension.resolvers.AntResolver,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.resolvers.AntResolver,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.resolvers.AntResolver,org.apache.tools.ant.taskdefs.Ant,8,2,7
org.apache.tools.ant.taskdefs.optional.extension.resolvers.AntResolver,org.apache.tools.ant.taskdefs.optional.extension.Extension,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.resolvers.AntResolver,org.apache.tools.ant.taskdefs.optional.extension.ExtensionResolver,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.resolvers.LocationResolver,org.apache.tools.ant.BuildException,3,1,2
org.apache.tools.ant.taskdefs.optional.extension.resolvers.LocationResolver,org.apache.tools.ant.Project,2,2,2
org.apache.tools.ant.taskdefs.optional.extension.resolvers.LocationResolver,org.apache.tools.ant.taskdefs.optional.extension.Extension,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.resolvers.LocationResolver,org.apache.tools.ant.taskdefs.optional.extension.ExtensionResolver,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.resolvers.URLResolver,org.apache.tools.ant.BuildException,7,2,2
org.apache.tools.ant.taskdefs.optional.extension.resolvers.URLResolver,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.taskdefs.optional.extension.resolvers.URLResolver,org.apache.tools.ant.ProjectComponent,1,1,1
